"genotype","mean_BLUP","b","s2d","r2","p_slope","reliable","trait","b_class"
"L021",25.0045087055393,0.744315222838839,0.0675281793051056,0.863193194570648,0.0709180904943593,TRUE,"PRT","Stable / low-input adapted"
"L022",23.8014709353556,0.602231904425535,0.0287279626829276,0.90662444617122,0.0478317133136499,TRUE,"PRT","Stable / low-input adapted"
"L023",23.2386636815265,1.30515533376084,0.02450798865901,0.981636211069056,0.00922443960851756,TRUE,"PRT","Responsive / high-input adapted"
"L024",23.2185814448714,1.38051860118207,0.0273478998522273,0.981683627811779,0.00920051079354179,TRUE,"PRT","Responsive / high-input adapted"
"L025",23.6731747079376,1.30935917404121,0.203022719369178,0.866568490402925,0.0691033943541714,TRUE,"PRT","Responsive / high-input adapted"
"L026",24.5717958244022,0.654016282277285,0.171622810145274,0.657156898491123,0.189347856049759,TRUE,"PRT","Stable / low-input adapted"
"L027",25.4548864603005,1.66658895590736,0.0591931311517637,0.973036763559245,0.0135737414488376,TRUE,"PRT","Responsive / high-input adapted"
"L028",25.0552054791684,1.70277388063585,0.139771163319535,0.941016656467928,0.0299398696637779,TRUE,"PRT","Responsive / high-input adapted"
"L029",24.0029376346955,1.34760917072247,0.0572050194476601,0.960653905464597,0.019870464956495,TRUE,"PRT","Responsive / high-input adapted"
"L030",23.9328410271643,1.98529595445202,0.0171523087748977,0.994373348678429,0.00281729423418645,TRUE,"PRT","Responsive / high-input adapted"
"L031",25.3691847816816,0.911516626907126,0.47138491101855,0.575476049683663,0.241398622672181,TRUE,"PRT","Average stability"
"L032",22.4188987340037,1.07055751414713,0.00637991159585799,0.992813937758375,0.00359950935460935,TRUE,"PRT","Average stability"
"L033",23.5306057417711,1.87522668939709,0.173604638359239,0.939679885097983,0.030629129229693,TRUE,"PRT","Responsive / high-input adapted"
"L034",24.064345434118,1.09677393511968,0.0628043999637888,0.936428986711732,0.0323073903807409,TRUE,"PRT","Average stability"
"L035",24.3218387528532,1.08752716460122,0.0799363676770014,0.919218588563212,0.041241120738268,TRUE,"PRT","Average stability"
"L036",24.0100064038033,0.936084903270881,0.0859576554369608,0.886878151954064,0.0582579164367433,TRUE,"PRT","Average stability"
"L037",25.1151717344412,1.16818101730144,0.00751179883855931,0.992893515868353,0.00355957736131926,TRUE,"PRT","Average stability"
"L038",24.2668842141669,1.13726480670398,0.0101049550822702,0.989943426773303,0.00504099241561574,TRUE,"PRT","Average stability"
