"genotype","BLUP","env","trait","model"
"L059",23.3839942312156,"Hunter.2025","PRT","GIBD"
"L060",25.8638679201862,"Hunter.2025","PRT","GIBD"
"L061",24.2370949346895,"Hunter.2025","PRT","GIBD"
"L062",25.1890629696905,"Hunter.2025","PRT","GIBD"
"L063",25.2410535506648,"Hunter.2025","PRT","GIBD"
"L064",26.887570092571,"Hunter.2025","PRT","GIBD"
"L065",24.2910066642231,"Hunter.2025","PRT","GIBD"
"L066",24.2260603224294,"Hunter.2025","PRT","GIBD"
"L067",24.9420845091534,"Hunter.2025","PRT","GIBD"
"L068",24.2197882305776,"Hunter.2025","PRT","GIBD"
"L069",25.2095879226902,"Hunter.2025","PRT","GIBD"
"L070",24.3307089707324,"Hunter.2025","PRT","GIBD"
"L071",24.5970158158223,"Hunter.2025","PRT","GIBD"
"L072",26.3722238999184,"Hunter.2025","PRT","GIBD"
"L073",26.945590748788,"Hunter.2025","PRT","GIBD"
"L074",25.0780323018572,"Hunter.2025","PRT","GIBD"
"L075",23.8061413828477,"Hunter.2025","PRT","GIBD"
"L076",23.4861570600371,"Hunter.2025","PRT","GIBD"
"L077",24.3466015509459,"Hunter.2025","PRT","GIBD"
"L078",24.1306234038077,"Hunter.2025","PRT","GIBD"
"L079",24.3590435811072,"Hunter.2025","PRT","GIBD"
"L080",25.0126875464596,"Hunter.2025","PRT","GIBD"
"L081",24.4857695228202,"Hunter.2025","PRT","GIBD"
"L082",24.826133233238,"Hunter.2025","PRT","GIBD"
"L083",25.0441455761718,"Hunter.2025","PRT","GIBD"
"L084",22.3199231937406,"Hunter.2025","PRT","GIBD"
"L085",24.343291119689,"Hunter.2025","PRT","GIBD"
"L086",23.1688269405789,"Hunter.2025","PRT","GIBD"
"L087",24.4971598276984,"Hunter.2025","PRT","GIBD"
"L088",25.4180354403505,"Hunter.2025","PRT","GIBD"
"L089",22.4530555896756,"Hunter.2025","PRT","GIBD"
"L090",23.7738539605686,"Hunter.2025","PRT","GIBD"
"L091",24.3443896399435,"Hunter.2025","PRT","GIBD"
"L092",24.5303113207991,"Hunter.2025","PRT","GIBD"
"L093",24.8812298122808,"Hunter.2025","PRT","GIBD"
"L094",24.7403839731993,"Hunter.2025","PRT","GIBD"
"L095",24.1308725635688,"Hunter.2025","PRT","GIBD"
"L096",24.5191138637513,"Hunter.2025","PRT","GIBD"
"L097",24.8371939122062,"Hunter.2025","PRT","GIBD"
"L098",23.1876670580321,"Hunter.2025","PRT","GIBD"
"L099",22.5640070077288,"Hunter.2025","PRT","GIBD"
"L100",23.7673969401801,"Hunter.2025","PRT","GIBD"
"L028",1.74540486449585,"Clavet.2024","DS","GIBD"
"L030",1.41557657328887,"Clavet.2024","DS","GIBD"
"L073",1.34613903829793,"Clavet.2024","DS","GIBD"
"L074",1.6238891782617,"Clavet.2024","DS","GIBD"
"L075",1.41557657328888,"Clavet.2024","DS","GIBD"
"L076",1.3287796545502,"Clavet.2024","DS","GIBD"
"L077",1.13782643332511,"Clavet.2024","DS","GIBD"
"L078",1.53709225952302,"Clavet.2024","DS","GIBD"
"L079",1.69332671325264,"Clavet.2024","DS","GIBD"
"L080",1.55445164327076,"Clavet.2024","DS","GIBD"
"L081",1.18990458456831,"Clavet.2024","DS","GIBD"
"L082",1.81484239948679,"Clavet.2024","DS","GIBD"
"L083",1.43293595703661,"Clavet.2024","DS","GIBD"
"L084",1.3287796545502,"Clavet.2024","DS","GIBD"
"L085",1.55445164327075,"Clavet.2024","DS","GIBD"
"L086",1.12046704957737,"Clavet.2024","DS","GIBD"
"L087",1.6238891782617,"Clavet.2024","DS","GIBD"
"L088",1.39821718954114,"Clavet.2024","DS","GIBD"
"L089",1.12046704957737,"Clavet.2024","DS","GIBD"
"L090",1.41557657328887,"Clavet.2024","DS","GIBD"
"L091",1.18990458456832,"Clavet.2024","DS","GIBD"
"L092",1.18990458456831,"Clavet.2024","DS","GIBD"
"L093",1.25934211955925,"Clavet.2024","DS","GIBD"
"L094",1.3287796545502,"Clavet.2024","DS","GIBD"
"L095",1.34613903829793,"Clavet.2024","DS","GIBD"
"L096",1.36349842204567,"Clavet.2024","DS","GIBD"
"L097",1.20726396831605,"Clavet.2024","DS","GIBD"
"L098",1.69332671325263,"Clavet.2024","DS","GIBD"
"L099",1.32877965455019,"Clavet.2024","DS","GIBD"
"L100",1.12046704957737,"Clavet.2024","DS","GIBD"
"L028",2.22569913439961,"Hunter.2024","DS","GIBD"
"L030",2.1473856895163,"Hunter.2024","DS","GIBD"
"L073",2.70971925496305,"Hunter.2024","DS","GIBD"
"L074",2.37788843325117,"Hunter.2024","DS","GIBD"
"L075",2.41115863074701,"Hunter.2024","DS","GIBD"
"L076",1.57510009819917,"Hunter.2024","DS","GIBD"
"L077",2.1897040761564,"Hunter.2024","DS","GIBD"
"L078",2.64643604263043,"Hunter.2024","DS","GIBD"
"L079",2.27408042281954,"Hunter.2024","DS","GIBD"
"L080",2.2338696341199,"Hunter.2024","DS","GIBD"
"L081",3.52293771784864,"Hunter.2024","DS","GIBD"
"L082",2.27438157679344,"Hunter.2024","DS","GIBD"
"L083",2.32113712799589,"Hunter.2024","DS","GIBD"
"L084",2.0667234241296,"Hunter.2024","DS","GIBD"
"L085",2.40493772093883,"Hunter.2024","DS","GIBD"
"L086",1.05050478064492,"Hunter.2024","DS","GIBD"
"L087",1.99254326012276,"Hunter.2024","DS","GIBD"
"L088",2.42221893679393,"Hunter.2024","DS","GIBD"
"L089",1.11447238858851,"Hunter.2024","DS","GIBD"
"L090",2.56207340829757,"Hunter.2024","DS","GIBD"
"L091",2.47279661916667,"Hunter.2024","DS","GIBD"
"L092",2.96275820362741,"Hunter.2024","DS","GIBD"
"L093",1.99794168616273,"Hunter.2024","DS","GIBD"
"L094",2.12225551631478,"Hunter.2024","DS","GIBD"
"L095",2.44285096365637,"Hunter.2024","DS","GIBD"
"L096",2.29209003784478,"Hunter.2024","DS","GIBD"
"L097",2.29282942803901,"Hunter.2024","DS","GIBD"
"L098",2.04950809428202,"Hunter.2024","DS","GIBD"
"L099",1.13574017889941,"Hunter.2024","DS","GIBD"
"L100",1.13325751305005,"Hunter.2024","DS","GIBD"
"CL1",1.50200729804812,"Clavet.2025","DS","GIBD"
"CL2",1.37597564173924,"Clavet.2025","DS","GIBD"
"CL3",1.26148526119111,"Clavet.2025","DS","GIBD"
"Extra",1.37191963512965,"Clavet.2025","DS","GIBD"
"L001",1.46500697272103,"Clavet.2025","DS","GIBD"
"L002",1.35607128431371,"Clavet.2025","DS","GIBD"
"L003",1.28037462613521,"Clavet.2025","DS","GIBD"
"L004",1.50722459421171,"Clavet.2025","DS","GIBD"
"L005",1.38246535339391,"Clavet.2025","DS","GIBD"
"L006",1.25530532856338,"Clavet.2025","DS","GIBD"
"L007",1.25106817459235,"Clavet.2025","DS","GIBD"
"L008",1.30510105738934,"Clavet.2025","DS","GIBD"
"L009",1.45866390352435,"Clavet.2025","DS","GIBD"
"L010",1.58275585580925,"Clavet.2025","DS","GIBD"
"L011",1.39220122819336,"Clavet.2025","DS","GIBD"
"L012",1.11641333370528,"Clavet.2025","DS","GIBD"
"L013",1.19816502566217,"Clavet.2025","DS","GIBD"
"L014",1.29881395452346,"Clavet.2025","DS","GIBD"
"L015",1.63420836763243,"Clavet.2025","DS","GIBD"
"L016",1.55760273416426,"Clavet.2025","DS","GIBD"
"L017",1.72020789760324,"Clavet.2025","DS","GIBD"
"L018",1.67051259471844,"Clavet.2025","DS","GIBD"
"L019",1.25201096721989,"Clavet.2025","DS","GIBD"
"L020",1.46886248996606,"Clavet.2025","DS","GIBD"
"L021",1.34293839513976,"Clavet.2025","DS","GIBD"
"L022",1.19733407765756,"Clavet.2025","DS","GIBD"
"L023",1.52768033690869,"Clavet.2025","DS","GIBD"
"L024",1.11048372548507,"Clavet.2025","DS","GIBD"
"L025",1.36676278219547,"Clavet.2025","DS","GIBD"
"L026",1.4433778576017,"Clavet.2025","DS","GIBD"
"L027",1.62323885453234,"Clavet.2025","DS","GIBD"
"L028",1.76503552765958,"Clavet.2025","DS","GIBD"
"L029",1.70989697283256,"Clavet.2025","DS","GIBD"
"L030",1.72216066240417,"Clavet.2025","DS","GIBD"
"L031",1.85128691011946,"Clavet.2025","DS","GIBD"
"L032",1.66603100863646,"Clavet.2025","DS","GIBD"
"L033",1.52307874663933,"Clavet.2025","DS","GIBD"
"L034",1.29817387772838,"Clavet.2025","DS","GIBD"
"L035",1.84969929866685,"Clavet.2025","DS","GIBD"
"L036",1.95084450535364,"Clavet.2025","DS","GIBD"
"L037",1.72198071724618,"Clavet.2025","DS","GIBD"
"L038",1.28669229500884,"Clavet.2025","DS","GIBD"
"L039",1.59408436070003,"Clavet.2025","DS","GIBD"
"L040",1.59779044584681,"Clavet.2025","DS","GIBD"
"L041",1.27621283138988,"Clavet.2025","DS","GIBD"
"L042",1.57459614490715,"Clavet.2025","DS","GIBD"
"L043",1.56214322477541,"Clavet.2025","DS","GIBD"
"L044",1.24170618708403,"Clavet.2025","DS","GIBD"
"L045",1.40715384057915,"Clavet.2025","DS","GIBD"
"L046",1.43117849981875,"Clavet.2025","DS","GIBD"
"L047",1.50671987922505,"Clavet.2025","DS","GIBD"
"L048",1.38620437348385,"Clavet.2025","DS","GIBD"
"L049",1.19988716238502,"Clavet.2025","DS","GIBD"
"L050",1.49889871555777,"Clavet.2025","DS","GIBD"
"L051",1.42804834468941,"Clavet.2025","DS","GIBD"
"L052",1.64847603633388,"Clavet.2025","DS","GIBD"
"L053",1.29251997136197,"Clavet.2025","DS","GIBD"
"L054",1.49943018552239,"Clavet.2025","DS","GIBD"
"L055",1.50130903109821,"Clavet.2025","DS","GIBD"
"L056",1.31675576974825,"Clavet.2025","DS","GIBD"
"L057",1.62628848467439,"Clavet.2025","DS","GIBD"
"L058",1.14786005747876,"Clavet.2025","DS","GIBD"
"L059",1.12826658274717,"Clavet.2025","DS","GIBD"
"L060",1.5386832767664,"Clavet.2025","DS","GIBD"
"L061",1.53231882427365,"Clavet.2025","DS","GIBD"
"L062",1.26390233170884,"Clavet.2025","DS","GIBD"
"L063",1.46790618605085,"Clavet.2025","DS","GIBD"
"L064",1.50879559749296,"Clavet.2025","DS","GIBD"
"L065",1.3198839039826,"Clavet.2025","DS","GIBD"
"L066",1.43408751152119,"Clavet.2025","DS","GIBD"
"L067",2.15116631082335,"Clavet.2025","DS","GIBD"
"L068",1.21640226411279,"Clavet.2025","DS","GIBD"
"L069",1.61245241850305,"Clavet.2025","DS","GIBD"
"L070",1.23133273611073,"Clavet.2025","DS","GIBD"
"L071",1.21597423365467,"Clavet.2025","DS","GIBD"
"L072",1.7498849361926,"Clavet.2025","DS","GIBD"
"L073",2.15980633843907,"Clavet.2025","DS","GIBD"
"L074",1.85210606828642,"Clavet.2025","DS","GIBD"
"L075",1.83150891277178,"Clavet.2025","DS","GIBD"
"L076",1.63357341602611,"Clavet.2025","DS","GIBD"
"L077",1.34252510399952,"Clavet.2025","DS","GIBD"
"L078",1.94272692170623,"Clavet.2025","DS","GIBD"
"L079",1.71152750736721,"Clavet.2025","DS","GIBD"
"L080",1.48683902003798,"Clavet.2025","DS","GIBD"
"L081",1.77690358648044,"Clavet.2025","DS","GIBD"
"L082",2.15866689450535,"Clavet.2025","DS","GIBD"
"L083",1.36875578962089,"Clavet.2025","DS","GIBD"
"L084",1.51968537278903,"Clavet.2025","DS","GIBD"
"L085",1.85517359193393,"Clavet.2025","DS","GIBD"
"L086",1.19913861922012,"Clavet.2025","DS","GIBD"
"L087",1.54027557534895,"Clavet.2025","DS","GIBD"
"L088",2.13776994458516,"Clavet.2025","DS","GIBD"
"L089",1.11024789272234,"Clavet.2025","DS","GIBD"
"L090",1.74130651289333,"Clavet.2025","DS","GIBD"
"L091",1.58901910684214,"Clavet.2025","DS","GIBD"
"L092",2.24934107807616,"Clavet.2025","DS","GIBD"
"L093",1.50883077973683,"Clavet.2025","DS","GIBD"
"L094",1.35911187721833,"Clavet.2025","DS","GIBD"
"L095",1.49700068734256,"Clavet.2025","DS","GIBD"
"L096",1.40565365258601,"Clavet.2025","DS","GIBD"
"L097",1.61932223636109,"Clavet.2025","DS","GIBD"
"L098",1.22317014881224,"Clavet.2025","DS","GIBD"
"L099",1.16013951965057,"Clavet.2025","DS","GIBD"
"L100",1.14598860763012,"Clavet.2025","DS","GIBD"
"CL1",1.14768287403456,"Hunter.2025","DS","GIBD"
"CL2",1.15434642716473,"Hunter.2025","DS","GIBD"
"CL3",1.11848514118978,"Hunter.2025","DS","GIBD"
"Extra",1.16309335181314,"Hunter.2025","DS","GIBD"
"L001",1.15728710114626,"Hunter.2025","DS","GIBD"
"L002",1.19202073881869,"Hunter.2025","DS","GIBD"
"L003",1.18104323211093,"Hunter.2025","DS","GIBD"
"L004",1.22283493348944,"Hunter.2025","DS","GIBD"
"L005",1.17611965855217,"Hunter.2025","DS","GIBD"
"L006",1.14433108573954,"Hunter.2025","DS","GIBD"
"L007",1.19543588572199,"Hunter.2025","DS","GIBD"
"L008",1.16009670442209,"Hunter.2025","DS","GIBD"
"L009",1.16661902822718,"Hunter.2025","DS","GIBD"
"L010",1.15406259759993,"Hunter.2025","DS","GIBD"
"L011",1.17235554411084,"Hunter.2025","DS","GIBD"
"L012",1.16507600627597,"Hunter.2025","DS","GIBD"
"L013",1.15048375377506,"Hunter.2025","DS","GIBD"
"L014",1.16814116110601,"Hunter.2025","DS","GIBD"
"L015",1.19781319273523,"Hunter.2025","DS","GIBD"
"L016",1.18872103358369,"Hunter.2025","DS","GIBD"
"L017",1.16089976236144,"Hunter.2025","DS","GIBD"
"L018",1.2025575269144,"Hunter.2025","DS","GIBD"
"L019",1.17348176023536,"Hunter.2025","DS","GIBD"
"L020",1.19028341507948,"Hunter.2025","DS","GIBD"
"L021",1.19136849092021,"Hunter.2025","DS","GIBD"
"L022",1.24308565828139,"Hunter.2025","DS","GIBD"
"L023",1.25745544595466,"Hunter.2025","DS","GIBD"
"L024",1.14031949177973,"Hunter.2025","DS","GIBD"
"L025",1.20778182711518,"Hunter.2025","DS","GIBD"
"L026",1.17923787095045,"Hunter.2025","DS","GIBD"
"L027",1.24664152815089,"Hunter.2025","DS","GIBD"
"L028",1.19098425596619,"Hunter.2025","DS","GIBD"
"L029",1.24942121035339,"Hunter.2025","DS","GIBD"
"L030",1.1738282051983,"Hunter.2025","DS","GIBD"
"L031",1.17981715140516,"Hunter.2025","DS","GIBD"
"L032",1.18419113990356,"Hunter.2025","DS","GIBD"
"L033",1.18943100048853,"Hunter.2025","DS","GIBD"
"L034",1.15964639763608,"Hunter.2025","DS","GIBD"
"L035",1.19623113969599,"Hunter.2025","DS","GIBD"
"L036",1.22653566886637,"Hunter.2025","DS","GIBD"
"L037",1.20232959860092,"Hunter.2025","DS","GIBD"
"L038",1.18621463586796,"Hunter.2025","DS","GIBD"
"L039",1.18875412818481,"Hunter.2025","DS","GIBD"
"L040",1.16921597299981,"Hunter.2025","DS","GIBD"
"L041",1.18546785826556,"Hunter.2025","DS","GIBD"
"L042",1.18340015872542,"Hunter.2025","DS","GIBD"
"L043",1.15761816440093,"Hunter.2025","DS","GIBD"
"L044",1.1663354494846,"Hunter.2025","DS","GIBD"
"L045",1.16931599879527,"Hunter.2025","DS","GIBD"
"L046",1.17903640783975,"Hunter.2025","DS","GIBD"
"L047",1.1945953210313,"Hunter.2025","DS","GIBD"
"L048",1.1739395826202,"Hunter.2025","DS","GIBD"
"L049",1.13688773740876,"Hunter.2025","DS","GIBD"
"L050",1.15659248578493,"Hunter.2025","DS","GIBD"
"L051",1.15697231399041,"Hunter.2025","DS","GIBD"
"L052",1.18148864413198,"Hunter.2025","DS","GIBD"
"L053",1.17565971507767,"Hunter.2025","DS","GIBD"
"L054",1.2154408127675,"Hunter.2025","DS","GIBD"
"L055",1.23238799359927,"Hunter.2025","DS","GIBD"
"L056",1.12930525972108,"Hunter.2025","DS","GIBD"
"L057",1.17259392241937,"Hunter.2025","DS","GIBD"
"L058",1.13484746654633,"Hunter.2025","DS","GIBD"
"L059",1.15665750556836,"Hunter.2025","DS","GIBD"
"L060",1.15568890005957,"Hunter.2025","DS","GIBD"
"L061",1.17129059078458,"Hunter.2025","DS","GIBD"
"L062",1.21535404352741,"Hunter.2025","DS","GIBD"
"L063",1.17698106542134,"Hunter.2025","DS","GIBD"
"L064",1.18578699978303,"Hunter.2025","DS","GIBD"
"L065",1.17075913838531,"Hunter.2025","DS","GIBD"
"L066",1.14918982578714,"Hunter.2025","DS","GIBD"
"L067",1.15458797828455,"Hunter.2025","DS","GIBD"
"L068",1.18684519663454,"Hunter.2025","DS","GIBD"
"L069",1.20230038889365,"Hunter.2025","DS","GIBD"
"L070",1.20429569930529,"Hunter.2025","DS","GIBD"
"L071",1.12205830804093,"Hunter.2025","DS","GIBD"
"L072",1.19196103087092,"Hunter.2025","DS","GIBD"
"L073",1.21567701358648,"Hunter.2025","DS","GIBD"
"L074",1.2162126939663,"Hunter.2025","DS","GIBD"
"L075",1.22138529349449,"Hunter.2025","DS","GIBD"
"L076",1.17007325478716,"Hunter.2025","DS","GIBD"
"L077",1.17441483531483,"Hunter.2025","DS","GIBD"
"L078",1.23341848079629,"Hunter.2025","DS","GIBD"
"L079",1.11602898952767,"Hunter.2025","DS","GIBD"
"L080",1.19129043990521,"Hunter.2025","DS","GIBD"
"L081",1.16602467706232,"Hunter.2025","DS","GIBD"
"L082",1.22720247040521,"Hunter.2025","DS","GIBD"
"L083",1.224176977527,"Hunter.2025","DS","GIBD"
"L084",1.23272636095005,"Hunter.2025","DS","GIBD"
"L085",1.21035767293574,"Hunter.2025","DS","GIBD"
"L086",1.15175233661422,"Hunter.2025","DS","GIBD"
"L087",1.17878145779987,"Hunter.2025","DS","GIBD"
"L088",1.19919631114947,"Hunter.2025","DS","GIBD"
"L089",1.17855094944269,"Hunter.2025","DS","GIBD"
"L090",1.15914003854398,"Hunter.2025","DS","GIBD"
"L091",1.15986816656377,"Hunter.2025","DS","GIBD"
"L092",1.1920555808639,"Hunter.2025","DS","GIBD"
"L093",1.16447084590534,"Hunter.2025","DS","GIBD"
"L094",1.16917663696157,"Hunter.2025","DS","GIBD"
"L095",1.19763415296346,"Hunter.2025","DS","GIBD"
"L096",1.1832443278887,"Hunter.2025","DS","GIBD"
"L097",1.15992498111286,"Hunter.2025","DS","GIBD"
"L098",1.18819408767576,"Hunter.2025","DS","GIBD"
"L099",1.13043189237832,"Hunter.2025","DS","GIBD"
"L100",1.15496215317065,"Hunter.2025","DS","GIBD"
