"genotype","BLUP","env","trait","model"
"CL1",79.2184225144308,"Hunter.2024","DTM","GIBD"
"CL2",83.4828043141908,"Hunter.2024","DTM","GIBD"
"CL3",81.4000790798809,"Hunter.2024","DTM","GIBD"
"Extra",80.2838828629757,"Hunter.2024","DTM","GIBD"
"L001",83.5757272350222,"Hunter.2024","DTM","GIBD"
"L002",81.3379294628486,"Hunter.2024","DTM","GIBD"
"L003",83.1412473059664,"Hunter.2024","DTM","GIBD"
"L004",80.9303396142457,"Hunter.2024","DTM","GIBD"
"L005",82.6361324891277,"Hunter.2024","DTM","GIBD"
"L006",83.9513240791576,"Hunter.2024","DTM","GIBD"
"L007",80.9877598065433,"Hunter.2024","DTM","GIBD"
"L008",82.6629594249121,"Hunter.2024","DTM","GIBD"
"L009",80.3035893187043,"Hunter.2024","DTM","GIBD"
"L010",82.7509356591776,"Hunter.2024","DTM","GIBD"
"L011",86.0308008853845,"Hunter.2024","DTM","GIBD"
"L012",84.784368219849,"Hunter.2024","DTM","GIBD"
"L013",82.8134139751264,"Hunter.2024","DTM","GIBD"
"L014",81.4088194655885,"Hunter.2024","DTM","GIBD"
"L015",79.6104360675323,"Hunter.2024","DTM","GIBD"
"L016",81.1211695008289,"Hunter.2024","DTM","GIBD"
"L017",81.4000307069422,"Hunter.2024","DTM","GIBD"
"L018",80.3611576942945,"Hunter.2024","DTM","GIBD"
"L019",81.4880981796327,"Hunter.2024","DTM","GIBD"
"L020",81.9549361518356,"Hunter.2024","DTM","GIBD"
"L021",79.7310495609298,"Hunter.2024","DTM","GIBD"
"L022",84.6752990202896,"Hunter.2024","DTM","GIBD"
"L023",83.2585449505656,"Hunter.2024","DTM","GIBD"
"L024",84.5563314508246,"Hunter.2024","DTM","GIBD"
"L025",83.2850566951223,"Hunter.2024","DTM","GIBD"
"L026",81.8456109791571,"Hunter.2024","DTM","GIBD"
"L027",79.3055194908951,"Hunter.2024","DTM","GIBD"
"L028",80.6255924379538,"Hunter.2024","DTM","GIBD"
"L029",79.2834704034842,"Hunter.2024","DTM","GIBD"
"L030",83.0231924279365,"Hunter.2024","DTM","GIBD"
"L031",79.4284421894013,"Hunter.2024","DTM","GIBD"
"L032",81.3295171002063,"Hunter.2024","DTM","GIBD"
"L033",82.5461327035256,"Hunter.2024","DTM","GIBD"
"L034",82.8551255847733,"Hunter.2024","DTM","GIBD"
"L035",80.1293001959707,"Hunter.2024","DTM","GIBD"
"L036",81.3751958038708,"Hunter.2024","DTM","GIBD"
"L037",81.8238758485644,"Hunter.2024","DTM","GIBD"
"L038",82.5084802954741,"Hunter.2024","DTM","GIBD"
"L039",81.186870100201,"Hunter.2024","DTM","GIBD"
"L040",82.1292041410315,"Hunter.2024","DTM","GIBD"
"L041",81.0629766105971,"Hunter.2024","DTM","GIBD"
"L042",82.8044562282673,"Hunter.2024","DTM","GIBD"
"L043",81.6471146609115,"Hunter.2024","DTM","GIBD"
"L044",82.8367506824018,"Hunter.2024","DTM","GIBD"
"L045",85.227154239036,"Hunter.2024","DTM","GIBD"
"L046",81.5151931507233,"Hunter.2024","DTM","GIBD"
"L047",84.3373521051191,"Hunter.2024","DTM","GIBD"
"L048",80.4273599805124,"Hunter.2024","DTM","GIBD"
"L049",81.8031459181526,"Hunter.2024","DTM","GIBD"
"L050",80.5491986548174,"Hunter.2024","DTM","GIBD"
"L051",80.7098168814673,"Hunter.2024","DTM","GIBD"
"L052",82.9782249591308,"Hunter.2024","DTM","GIBD"
"L053",82.5091440570768,"Hunter.2024","DTM","GIBD"
"L054",79.3129924034545,"Hunter.2024","DTM","GIBD"
"L055",84.3636275731543,"Hunter.2024","DTM","GIBD"
"L056",85.0593075689898,"Hunter.2024","DTM","GIBD"
"L057",79.0843763204605,"Hunter.2024","DTM","GIBD"
"L058",83.9612491455852,"Hunter.2024","DTM","GIBD"
"L059",84.3881196232258,"Hunter.2024","DTM","GIBD"
"L060",79.8508621426873,"Hunter.2024","DTM","GIBD"
"L061",85.1034717023862,"Hunter.2024","DTM","GIBD"
"L062",83.9793589420425,"Hunter.2024","DTM","GIBD"
"L063",82.7114133059753,"Hunter.2024","DTM","GIBD"
"L064",80.389059088622,"Hunter.2024","DTM","GIBD"
"L065",83.2740727819289,"Hunter.2024","DTM","GIBD"
"L066",81.0165013153846,"Hunter.2024","DTM","GIBD"
"L067",77.7561154391134,"Hunter.2024","DTM","GIBD"
"L068",84.0380242224245,"Hunter.2024","DTM","GIBD"
"L069",82.0381917284108,"Hunter.2024","DTM","GIBD"
"L070",81.7292670346002,"Hunter.2024","DTM","GIBD"
"L071",85.2682703115757,"Hunter.2024","DTM","GIBD"
"L072",79.8500167468781,"Hunter.2024","DTM","GIBD"
"L073",77.6201917702751,"Hunter.2024","DTM","GIBD"
"L074",79.9082877452592,"Hunter.2024","DTM","GIBD"
"L075",80.6728138279155,"Hunter.2024","DTM","GIBD"
"L076",80.8778101617841,"Hunter.2024","DTM","GIBD"
"L077",81.1424767280967,"Hunter.2024","DTM","GIBD"
"L078",79.8319724426995,"Hunter.2024","DTM","GIBD"
"L079",83.5855766728679,"Hunter.2024","DTM","GIBD"
"L080",82.2500653445576,"Hunter.2024","DTM","GIBD"
"L081",78.6910964608644,"Hunter.2024","DTM","GIBD"
"L082",82.1248084330963,"Hunter.2024","DTM","GIBD"
"L083",80.368017086025,"Hunter.2024","DTM","GIBD"
"L084",81.8349296516529,"Hunter.2024","DTM","GIBD"
"L085",81.0944301525501,"Hunter.2024","DTM","GIBD"
"L086",84.118687955451,"Hunter.2024","DTM","GIBD"
"L087",82.6284193159564,"Hunter.2024","DTM","GIBD"
"L088",79.5829764353596,"Hunter.2024","DTM","GIBD"
"L089",82.7033498897358,"Hunter.2024","DTM","GIBD"
"L090",85.4784643773086,"Hunter.2024","DTM","GIBD"
"L091",80.0142261792914,"Hunter.2024","DTM","GIBD"
"L092",78.7826730566952,"Hunter.2024","DTM","GIBD"
"L093",81.6713870735324,"Hunter.2024","DTM","GIBD"
"L094",82.030128732331,"Hunter.2024","DTM","GIBD"
"L095",79.9599138749308,"Hunter.2024","DTM","GIBD"
"L096",84.4052146090977,"Hunter.2024","DTM","GIBD"
"L097",81.4809564442828,"Hunter.2024","DTM","GIBD"
"L098",82.8694245245131,"Hunter.2024","DTM","GIBD"
"L099",83.5808942217686,"Hunter.2024","DTM","GIBD"
"L100",82.7205153891337,"Hunter.2024","DTM","GIBD"
"CL2",98.5238095238093,"Clavet.2025","DTM","GIBD"
"CL3",98.5238095238094,"Clavet.2025","DTM","GIBD"
"Extra",98.1407615696389,"Clavet.2025","DTM","GIBD"
"L003",98.0923806808292,"Clavet.2025","DTM","GIBD"
"L004",97.9597367846451,"Clavet.2025","DTM","GIBD"
"L005",98.3628626817876,"Clavet.2025","DTM","GIBD"
"L006",99.0461507816337,"Clavet.2025","DTM","GIBD"
"L008",98.9479043746413,"Clavet.2025","DTM","GIBD"
"L009",98.7768049864539,"Clavet.2025","DTM","GIBD"
"L010",98.7619237145884,"Clavet.2025","DTM","GIBD"
"L013",98.3628626817876,"Clavet.2025","DTM","GIBD"
"L015",98.223310903275,"Clavet.2025","DTM","GIBD"
"L016",98.4821162336281,"Clavet.2025","DTM","GIBD"
"L017",98.4935395661567,"Clavet.2025","DTM","GIBD"
"L020",98.5563255203727,"Clavet.2025","DTM","GIBD"
"L022",98.5238095238048,"Clavet.2025","DTM","GIBD"
"L024",97.595025082949,"Clavet.2025","DTM","GIBD"
"L026",98.5520939249143,"Clavet.2025","DTM","GIBD"
"L034",98.6408880396196,"Clavet.2025","DTM","GIBD"
"L039",98.3628626817876,"Clavet.2025","DTM","GIBD"
"L040",98.5989831028538,"Clavet.2025","DTM","GIBD"
"L041",99.150348582289,"Clavet.2025","DTM","GIBD"
"L045",98.443636694096,"Clavet.2025","DTM","GIBD"
"L047",98.4821162336281,"Clavet.2025","DTM","GIBD"
"L049",98.2996904794034,"Clavet.2025","DTM","GIBD"
"L050",98.7034178660842,"Clavet.2025","DTM","GIBD"
"L056",98.5590827949183,"Clavet.2025","DTM","GIBD"
"L058",98.6758745798438,"Clavet.2025","DTM","GIBD"
"L059",98.3056082558826,"Clavet.2025","DTM","GIBD"
"L061",98.0358077524443,"Clavet.2025","DTM","GIBD"
"L062",99.368606909461,"Clavet.2025","DTM","GIBD"
"L065",98.4935395661567,"Clavet.2025","DTM","GIBD"
"L066",98.4807719548434,"Clavet.2025","DTM","GIBD"
"L069",98.572252158401,"Clavet.2025","DTM","GIBD"
"L070",98.8723065657072,"Clavet.2025","DTM","GIBD"
"L071",99.1913943810896,"Clavet.2025","DTM","GIBD"
"L084",98.4725643754892,"Clavet.2025","DTM","GIBD"
"L090",98.4821162336281,"Clavet.2025","DTM","GIBD"
"L093",98.5238095238095,"Clavet.2025","DTM","GIBD"
"L096",98.2894748532947,"Clavet.2025","DTM","GIBD"
"L099",98.7396626695231,"Clavet.2025","DTM","GIBD"
"L100",98.3299556870139,"Clavet.2025","DTM","GIBD"
"CL1",93.0950129476682,"Hunter.2025","DTM","GIBD"
"CL2",95.6585655857887,"Hunter.2025","DTM","GIBD"
"CL3",95.2328999401458,"Hunter.2025","DTM","GIBD"
"Extra",92.536146870026,"Hunter.2025","DTM","GIBD"
"L001",94.0873138912328,"Hunter.2025","DTM","GIBD"
"L002",91.9791940798479,"Hunter.2025","DTM","GIBD"
"L003",93.1521989890277,"Hunter.2025","DTM","GIBD"
"L004",91.3490791207139,"Hunter.2025","DTM","GIBD"
"L005",95.1497680814404,"Hunter.2025","DTM","GIBD"
"L006",94.8409912133657,"Hunter.2025","DTM","GIBD"
"L007",93.4703580756195,"Hunter.2025","DTM","GIBD"
"L008",94.291671651211,"Hunter.2025","DTM","GIBD"
"L009",91.9515508362494,"Hunter.2025","DTM","GIBD"
"L010",93.2317523143431,"Hunter.2025","DTM","GIBD"
"L011",96.8321091325389,"Hunter.2025","DTM","GIBD"
"L012",94.820883332005,"Hunter.2025","DTM","GIBD"
"L013",95.483613907135,"Hunter.2025","DTM","GIBD"
"L014",92.6108842678424,"Hunter.2025","DTM","GIBD"
"L015",91.1354345153479,"Hunter.2025","DTM","GIBD"
"L016",92.4509907555997,"Hunter.2025","DTM","GIBD"
"L017",94.1728644901183,"Hunter.2025","DTM","GIBD"
"L018",93.4302605083924,"Hunter.2025","DTM","GIBD"
"L019",92.8268871874,"Hunter.2025","DTM","GIBD"
"L020",94.237837846414,"Hunter.2025","DTM","GIBD"
"L021",92.0994992678209,"Hunter.2025","DTM","GIBD"
"L022",93.955766665677,"Hunter.2025","DTM","GIBD"
"L023",93.1622113377886,"Hunter.2025","DTM","GIBD"
"L024",95.3207974699071,"Hunter.2025","DTM","GIBD"
"L025",93.2410308340346,"Hunter.2025","DTM","GIBD"
"L026",94.2480611341591,"Hunter.2025","DTM","GIBD"
"L027",91.8475565165085,"Hunter.2025","DTM","GIBD"
"L028",92.2024569228779,"Hunter.2025","DTM","GIBD"
"L029",91.2454141792277,"Hunter.2025","DTM","GIBD"
"L030",95.7730175917072,"Hunter.2025","DTM","GIBD"
"L031",92.6507189097259,"Hunter.2025","DTM","GIBD"
"L032",91.3645862412647,"Hunter.2025","DTM","GIBD"
"L033",94.3401575080647,"Hunter.2025","DTM","GIBD"
"L034",94.6086131267856,"Hunter.2025","DTM","GIBD"
"L035",92.3219542974159,"Hunter.2025","DTM","GIBD"
"L036",92.1936263473157,"Hunter.2025","DTM","GIBD"
"L037",93.7203616506599,"Hunter.2025","DTM","GIBD"
"L038",93.8535220711944,"Hunter.2025","DTM","GIBD"
"L039",91.6887519664345,"Hunter.2025","DTM","GIBD"
"L040",92.7994512104111,"Hunter.2025","DTM","GIBD"
"L041",94.3626241895166,"Hunter.2025","DTM","GIBD"
"L042",93.5265044550184,"Hunter.2025","DTM","GIBD"
"L043",91.977251474736,"Hunter.2025","DTM","GIBD"
"L044",94.702595932842,"Hunter.2025","DTM","GIBD"
"L045",94.6712567853473,"Hunter.2025","DTM","GIBD"
"L046",95.1253722119856,"Hunter.2025","DTM","GIBD"
"L047",93.3091793187798,"Hunter.2025","DTM","GIBD"
"L048",94.0204043153298,"Hunter.2025","DTM","GIBD"
"L049",95.0467529479389,"Hunter.2025","DTM","GIBD"
"L050",92.6062845856419,"Hunter.2025","DTM","GIBD"
"L051",92.1079051411717,"Hunter.2025","DTM","GIBD"
"L052",92.8231017847536,"Hunter.2025","DTM","GIBD"
"L053",93.296702693953,"Hunter.2025","DTM","GIBD"
"L054",91.2743218279454,"Hunter.2025","DTM","GIBD"
"L055",94.3386131693885,"Hunter.2025","DTM","GIBD"
"L056",96.5526933625206,"Hunter.2025","DTM","GIBD"
"L057",92.6177151873822,"Hunter.2025","DTM","GIBD"
"L058",93.6752986099321,"Hunter.2025","DTM","GIBD"
"L059",95.4559883648102,"Hunter.2025","DTM","GIBD"
"L060",93.3033074144362,"Hunter.2025","DTM","GIBD"
"L061",94.6115731666473,"Hunter.2025","DTM","GIBD"
"L062",94.7508890240968,"Hunter.2025","DTM","GIBD"
"L063",93.0425434856829,"Hunter.2025","DTM","GIBD"
"L064",92.5046448703338,"Hunter.2025","DTM","GIBD"
"L065",94.5985868116768,"Hunter.2025","DTM","GIBD"
"L066",94.2692751750787,"Hunter.2025","DTM","GIBD"
"L067",92.3859192192713,"Hunter.2025","DTM","GIBD"
"L068",95.3043724563883,"Hunter.2025","DTM","GIBD"
"L069",93.0360681449089,"Hunter.2025","DTM","GIBD"
"L070",94.2882923280373,"Hunter.2025","DTM","GIBD"
"L071",96.8251518462882,"Hunter.2025","DTM","GIBD"
"L072",91.7398088980575,"Hunter.2025","DTM","GIBD"
"L073",90.8041143740793,"Hunter.2025","DTM","GIBD"
"L074",90.6355729493419,"Hunter.2025","DTM","GIBD"
"L075",91.2409273540057,"Hunter.2025","DTM","GIBD"
"L076",91.5373346830184,"Hunter.2025","DTM","GIBD"
"L077",92.5437424086435,"Hunter.2025","DTM","GIBD"
"L078",91.1240915186916,"Hunter.2025","DTM","GIBD"
"L079",94.381938683255,"Hunter.2025","DTM","GIBD"
"L080",93.3641702830679,"Hunter.2025","DTM","GIBD"
"L081",91.2292627923413,"Hunter.2025","DTM","GIBD"
"L082",92.0025811576232,"Hunter.2025","DTM","GIBD"
"L083",93.2701493043049,"Hunter.2025","DTM","GIBD"
"L084",92.7749826859624,"Hunter.2025","DTM","GIBD"
"L085",91.6699759198174,"Hunter.2025","DTM","GIBD"
"L086",91.679229681828,"Hunter.2025","DTM","GIBD"
"L087",93.5721738729054,"Hunter.2025","DTM","GIBD"
"L088",91.7478220400269,"Hunter.2025","DTM","GIBD"
"L089",92.1619654260813,"Hunter.2025","DTM","GIBD"
"L090",96.0939917846404,"Hunter.2025","DTM","GIBD"
"L091",92.8569394378862,"Hunter.2025","DTM","GIBD"
"L092",90.7095340999369,"Hunter.2025","DTM","GIBD"
"L093",94.2545550166385,"Hunter.2025","DTM","GIBD"
"L094",93.5971114542995,"Hunter.2025","DTM","GIBD"
"L095",92.5382848126169,"Hunter.2025","DTM","GIBD"
"L096",94.3549512133688,"Hunter.2025","DTM","GIBD"
"L097",94.6163008078625,"Hunter.2025","DTM","GIBD"
"L098",93.5523921322978,"Hunter.2025","DTM","GIBD"
"L099",94.3245523565539,"Hunter.2025","DTM","GIBD"
"L100",94.7260092421598,"Hunter.2025","DTM","GIBD"
"CL1",33.5299305604303,"Clavet.2024","RepP","GIBD"
"CL2",35.1523258776309,"Clavet.2024","RepP","GIBD"
"CL3",33.654305427494,"Clavet.2024","RepP","GIBD"
"Extra",32.6213012044573,"Clavet.2024","RepP","GIBD"
"L001",33.8473892886184,"Clavet.2024","RepP","GIBD"
"L002",33.9115933638809,"Clavet.2024","RepP","GIBD"
"L003",36.006231615618,"Clavet.2024","RepP","GIBD"
"L004",35.1361314633603,"Clavet.2024","RepP","GIBD"
"L005",34.9879741587705,"Clavet.2024","RepP","GIBD"
"L006",34.1043347889284,"Clavet.2024","RepP","GIBD"
"L007",33.253037653171,"Clavet.2024","RepP","GIBD"
"L008",36.2016988414971,"Clavet.2024","RepP","GIBD"
"L009",32.8802736675875,"Clavet.2024","RepP","GIBD"
"L010",33.5985477575633,"Clavet.2024","RepP","GIBD"
"L011",36.2770298362023,"Clavet.2024","RepP","GIBD"
"L012",32.84178108331,"Clavet.2024","RepP","GIBD"
"L013",35.3015965456993,"Clavet.2024","RepP","GIBD"
"L014",32.8615188435912,"Clavet.2024","RepP","GIBD"
"L015",34.0966422632026,"Clavet.2024","RepP","GIBD"
"L016",33.410600122852,"Clavet.2024","RepP","GIBD"
"L017",35.261547542606,"Clavet.2024","RepP","GIBD"
"L018",34.3993927594179,"Clavet.2024","RepP","GIBD"
"L019",31.5882710707287,"Clavet.2024","RepP","GIBD"
"L020",33.3040209201882,"Clavet.2024","RepP","GIBD"
"L021",32.2230906248692,"Clavet.2024","RepP","GIBD"
"L022",34.6966871823807,"Clavet.2024","RepP","GIBD"
"L023",35.0082671819553,"Clavet.2024","RepP","GIBD"
"L024",36.979941991545,"Clavet.2024","RepP","GIBD"
"L025",35.650599228296,"Clavet.2024","RepP","GIBD"
"L026",32.8566604218308,"Clavet.2024","RepP","GIBD"
"L027",32.0961950885678,"Clavet.2024","RepP","GIBD"
"L028",33.5429217027777,"Clavet.2024","RepP","GIBD"
"L029",32.5818586468107,"Clavet.2024","RepP","GIBD"
"L030",32.7013641335248,"Clavet.2024","RepP","GIBD"
"L031",33.2623451952787,"Clavet.2024","RepP","GIBD"
"L032",32.4422424126031,"Clavet.2024","RepP","GIBD"
"L033",34.2321650571676,"Clavet.2024","RepP","GIBD"
"L034",35.6229317818313,"Clavet.2024","RepP","GIBD"
"L035",33.0326367482138,"Clavet.2024","RepP","GIBD"
"L036",33.0500527860906,"Clavet.2024","RepP","GIBD"
"L037",31.4317647365261,"Clavet.2024","RepP","GIBD"
"L038",34.1301913989079,"Clavet.2024","RepP","GIBD"
"L039",34.1099214688581,"Clavet.2024","RepP","GIBD"
"L040",32.7205346669905,"Clavet.2024","RepP","GIBD"
"L041",33.1963741991252,"Clavet.2024","RepP","GIBD"
"L042",34.6565444411175,"Clavet.2024","RepP","GIBD"
"L043",34.0164266789866,"Clavet.2024","RepP","GIBD"
"L044",33.1048849463649,"Clavet.2024","RepP","GIBD"
"L045",36.6648666595606,"Clavet.2024","RepP","GIBD"
"L046",34.3013218910565,"Clavet.2024","RepP","GIBD"
"L047",36.2040281723687,"Clavet.2024","RepP","GIBD"
"L048",34.3571727692906,"Clavet.2024","RepP","GIBD"
"L049",32.3086956719001,"Clavet.2024","RepP","GIBD"
"L050",34.7555562416387,"Clavet.2024","RepP","GIBD"
"L051",33.9406024264111,"Clavet.2024","RepP","GIBD"
"L052",33.2889435742917,"Clavet.2024","RepP","GIBD"
"L053",35.3511392340319,"Clavet.2024","RepP","GIBD"
"L054",31.3732539494108,"Clavet.2024","RepP","GIBD"
"L055",35.70655304891,"Clavet.2024","RepP","GIBD"
"L056",36.6126527080034,"Clavet.2024","RepP","GIBD"
"L057",31.843343837022,"Clavet.2024","RepP","GIBD"
"L058",34.4669668057558,"Clavet.2024","RepP","GIBD"
"L059",35.8284007660533,"Clavet.2024","RepP","GIBD"
"L060",33.922459524617,"Clavet.2024","RepP","GIBD"
"L061",35.143827559539,"Clavet.2024","RepP","GIBD"
"L062",36.5087806351917,"Clavet.2024","RepP","GIBD"
"L063",34.1700531735997,"Clavet.2024","RepP","GIBD"
"L064",34.8773946403595,"Clavet.2024","RepP","GIBD"
"L065",34.8539153675903,"Clavet.2024","RepP","GIBD"
"L066",31.9800819294845,"Clavet.2024","RepP","GIBD"
"L067",31.1698961359741,"Clavet.2024","RepP","GIBD"
"L068",34.8671794334225,"Clavet.2024","RepP","GIBD"
"L069",33.5214251632192,"Clavet.2024","RepP","GIBD"
"L070",35.3813118708733,"Clavet.2024","RepP","GIBD"
"L071",35.5427475555814,"Clavet.2024","RepP","GIBD"
"L072",33.5946682128262,"Clavet.2024","RepP","GIBD"
"L073",30.6179471188563,"Clavet.2024","RepP","GIBD"
"L074",31.4201417171068,"Clavet.2024","RepP","GIBD"
"L075",32.2229552392312,"Clavet.2024","RepP","GIBD"
"L076",33.6680948286183,"Clavet.2024","RepP","GIBD"
"L077",33.5993201364494,"Clavet.2024","RepP","GIBD"
"L078",31.7461728101705,"Clavet.2024","RepP","GIBD"
"L079",36.7675247187512,"Clavet.2024","RepP","GIBD"
"L080",34.7392030396674,"Clavet.2024","RepP","GIBD"
"L081",31.6375946894677,"Clavet.2024","RepP","GIBD"
"L082",35.0332807689814,"Clavet.2024","RepP","GIBD"
"L083",33.9710008690392,"Clavet.2024","RepP","GIBD"
"L084",34.885403208373,"Clavet.2024","RepP","GIBD"
"L085",34.3731470566149,"Clavet.2024","RepP","GIBD"
"L086",35.7062899251247,"Clavet.2024","RepP","GIBD"
"L087",35.8800818923099,"Clavet.2024","RepP","GIBD"
"L088",32.1965805479538,"Clavet.2024","RepP","GIBD"
"L089",33.4343182001633,"Clavet.2024","RepP","GIBD"
"L090",37.3983461848176,"Clavet.2024","RepP","GIBD"
"L091",32.5933743495804,"Clavet.2024","RepP","GIBD"
"L092",31.7655388200877,"Clavet.2024","RepP","GIBD"
"L093",34.3974730157701,"Clavet.2024","RepP","GIBD"
"L094",33.8149430618689,"Clavet.2024","RepP","GIBD"
"L095",32.3846803796729,"Clavet.2024","RepP","GIBD"
"L096",35.7620137486294,"Clavet.2024","RepP","GIBD"
"L097",33.5077050170117,"Clavet.2024","RepP","GIBD"
"L098",35.19679162519,"Clavet.2024","RepP","GIBD"
"L099",34.423231064911,"Clavet.2024","RepP","GIBD"
"L100",33.4925155820408,"Clavet.2024","RepP","GIBD"
"CL1",33.9340518437736,"Hunter.2024","RepP","GIBD"
"CL2",36.2459530156024,"Hunter.2024","RepP","GIBD"
"CL3",33.0118009110702,"Hunter.2024","RepP","GIBD"
"Extra",34.749202894967,"Hunter.2024","RepP","GIBD"
"L001",33.1521821736184,"Hunter.2024","RepP","GIBD"
"L002",34.0703354579276,"Hunter.2024","RepP","GIBD"
"L003",37.9565101111587,"Hunter.2024","RepP","GIBD"
"L004",35.6561467877051,"Hunter.2024","RepP","GIBD"
"L005",36.4207550701433,"Hunter.2024","RepP","GIBD"
"L006",34.3595523652919,"Hunter.2024","RepP","GIBD"
"L007",31.973332860752,"Hunter.2024","RepP","GIBD"
"L008",36.8703600980345,"Hunter.2024","RepP","GIBD"
"L009",34.3177645499903,"Hunter.2024","RepP","GIBD"
"L010",32.7681980631668,"Hunter.2024","RepP","GIBD"
"L011",36.0892107991256,"Hunter.2024","RepP","GIBD"
"L012",34.3873124659698,"Hunter.2024","RepP","GIBD"
"L013",36.5486831462599,"Hunter.2024","RepP","GIBD"
"L014",33.7837247958005,"Hunter.2024","RepP","GIBD"
"L015",34.5414197032139,"Hunter.2024","RepP","GIBD"
"L016",35.034282186554,"Hunter.2024","RepP","GIBD"
"L017",35.7165482145235,"Hunter.2024","RepP","GIBD"
"L018",33.8747369884694,"Hunter.2024","RepP","GIBD"
"L019",33.0891757176599,"Hunter.2024","RepP","GIBD"
"L020",32.9765802978523,"Hunter.2024","RepP","GIBD"
"L021",32.5893200286503,"Hunter.2024","RepP","GIBD"
"L022",35.8708334787887,"Hunter.2024","RepP","GIBD"
"L023",36.2240376906368,"Hunter.2024","RepP","GIBD"
"L024",36.4769479546438,"Hunter.2024","RepP","GIBD"
"L025",36.1141667652489,"Hunter.2024","RepP","GIBD"
"L026",32.3732000050782,"Hunter.2024","RepP","GIBD"
"L027",32.8481339023003,"Hunter.2024","RepP","GIBD"
"L028",33.6374931783582,"Hunter.2024","RepP","GIBD"
"L029",31.3585126638646,"Hunter.2024","RepP","GIBD"
"L030",33.4530346010907,"Hunter.2024","RepP","GIBD"
"L031",35.2188582402288,"Hunter.2024","RepP","GIBD"
"L032",34.6061522919314,"Hunter.2024","RepP","GIBD"
"L033",34.2861298405577,"Hunter.2024","RepP","GIBD"
"L034",37.0039498786655,"Hunter.2024","RepP","GIBD"
"L035",33.9867210657737,"Hunter.2024","RepP","GIBD"
"L036",34.6368927057442,"Hunter.2024","RepP","GIBD"
"L037",32.2495490978121,"Hunter.2024","RepP","GIBD"
"L038",34.8422568926455,"Hunter.2024","RepP","GIBD"
"L039",36.742994538549,"Hunter.2024","RepP","GIBD"
"L040",34.7402463448849,"Hunter.2024","RepP","GIBD"
"L041",33.8591134713301,"Hunter.2024","RepP","GIBD"
"L042",34.5261452336111,"Hunter.2024","RepP","GIBD"
"L043",35.081075102352,"Hunter.2024","RepP","GIBD"
"L044",33.3201424968011,"Hunter.2024","RepP","GIBD"
"L045",39.4685844904156,"Hunter.2024","RepP","GIBD"
"L046",34.3833691396738,"Hunter.2024","RepP","GIBD"
"L047",38.3477381480764,"Hunter.2024","RepP","GIBD"
"L048",34.0231757475029,"Hunter.2024","RepP","GIBD"
"L049",32.6829322004871,"Hunter.2024","RepP","GIBD"
"L050",36.1231319778764,"Hunter.2024","RepP","GIBD"
"L051",34.1051296344975,"Hunter.2024","RepP","GIBD"
"L052",34.9781172185559,"Hunter.2024","RepP","GIBD"
"L053",35.5494934505419,"Hunter.2024","RepP","GIBD"
"L054",31.8142646029335,"Hunter.2024","RepP","GIBD"
"L055",37.9609306276752,"Hunter.2024","RepP","GIBD"
"L056",38.6859107752145,"Hunter.2024","RepP","GIBD"
"L057",32.526135417619,"Hunter.2024","RepP","GIBD"
"L058",34.1399366344573,"Hunter.2024","RepP","GIBD"
"L059",36.1664651922315,"Hunter.2024","RepP","GIBD"
"L060",36.2069207846238,"Hunter.2024","RepP","GIBD"
"L061",37.7888559193773,"Hunter.2024","RepP","GIBD"
"L062",38.3548571372332,"Hunter.2024","RepP","GIBD"
"L063",37.7430344765524,"Hunter.2024","RepP","GIBD"
"L064",35.2521524960807,"Hunter.2024","RepP","GIBD"
"L065",36.9359165143527,"Hunter.2024","RepP","GIBD"
"L066",33.8861602791438,"Hunter.2024","RepP","GIBD"
"L067",32.4214013499193,"Hunter.2024","RepP","GIBD"
"L068",33.3741125663852,"Hunter.2024","RepP","GIBD"
"L069",35.0121770545193,"Hunter.2024","RepP","GIBD"
"L070",35.6906307978973,"Hunter.2024","RepP","GIBD"
"L071",35.4578608840721,"Hunter.2024","RepP","GIBD"
"L072",35.8238836869701,"Hunter.2024","RepP","GIBD"
"L073",33.9848813304113,"Hunter.2024","RepP","GIBD"
"L074",36.5401693223807,"Hunter.2024","RepP","GIBD"
"L075",36.7614801191462,"Hunter.2024","RepP","GIBD"
"L076",37.0921993759149,"Hunter.2024","RepP","GIBD"
"L077",35.4539157912176,"Hunter.2024","RepP","GIBD"
"L078",33.1661624393325,"Hunter.2024","RepP","GIBD"
"L079",36.7365072392014,"Hunter.2024","RepP","GIBD"
"L080",37.6528485678449,"Hunter.2024","RepP","GIBD"
"L081",31.2295291167682,"Hunter.2024","RepP","GIBD"
"L082",38.0831574022817,"Hunter.2024","RepP","GIBD"
"L083",34.460992405235,"Hunter.2024","RepP","GIBD"
"L084",35.1791555972476,"Hunter.2024","RepP","GIBD"
"L085",35.787941424202,"Hunter.2024","RepP","GIBD"
"L086",37.417297352092,"Hunter.2024","RepP","GIBD"
"L087",37.0121299332508,"Hunter.2024","RepP","GIBD"
"L088",36.0208414485089,"Hunter.2024","RepP","GIBD"
"L089",35.3126271435375,"Hunter.2024","RepP","GIBD"
"L090",40.4333098520351,"Hunter.2024","RepP","GIBD"
"L091",34.5889208982784,"Hunter.2024","RepP","GIBD"
"L092",33.2820317856718,"Hunter.2024","RepP","GIBD"
"L093",33.0201763121106,"Hunter.2024","RepP","GIBD"
"L094",32.9309118483781,"Hunter.2024","RepP","GIBD"
