"GEN","Y","Y_R","ASTAB","ASTAB_R","ssiASTAB","ASI","ASI_R","ASI_SSI","ASV","ASV_R","ASV_SSI","AVAMGE","AVAMGE_R","AVAMGE_SSI","DA","DA_R","DA_SSI","DZ","DZ_R","DZ_SSI","EV","EV_R","EV_SSI","FA","FA_R","FA_SSI","MASI","MASI_R","MASI_SSI","MASV","MASV_R","MASV_SSI","SIPC","SIPC_R","SIPC_SSI","ZA","ZA_R","ZA_SSI","WAAS","WAAS_R","WAAS_SSI"
"L064",863.5675,76,32.9337599980893,70,146,2.78490872106093,73,149,10.9340668736796,73,149,319.972084237354,70,146,190.045660733938,73,149,0.185188818167306,73,149,0.0114316327914012,73,149,36117.3531637992,73,149,2.79009032279465,73,149,15.5403760258914,73,149,9.65464743163066,86,162,0.107560030025085,80,156,3.71011036289269,80,156
"L065",1146.95375,7,20.8802597843265,54,61,2.45091540242364,66,73,9.62344758704488,66,73,295.991143603561,66,73,156.114645318751,59,66,0.1442345240366,53,60,0.00693453264135489,53,60,24371.7824829996,59,66,2.45512398447333,66,73,11.8317736846718,58,65,7.57385742802005,60,67,0.0880923029609567,67,74,3.08645606050521,66,73
"L066",875.31125,74,29.4589302923297,67,141,2.0862687689931,51,125,8.19008336079888,51,125,312.374364156221,69,143,165.241999856443,64,138,0.192376813195765,81,155,0.0123362794184527,81,155,27304.9185165566,64,138,2.09887799951484,51,125,14.0627731083658,68,142,9.329068610079,81,155,0.0907286943161892,68,142,3.02522689282708,61,135
"L067",785.00125,91,12.6203410748005,34,125,0.832886538216051,22,113,3.26667571719713,22,113,165.399272159082,27,118,100.911041592315,28,119,0.129145476998211,46,137,0.00555951807636512,46,137,10183.038315246,28,119,0.843997283211718,21,112,10.0528243889108,47,138,5.20150568662176,35,126,0.0396456529197448,21,112,1.19342254762143,19,110
"L068",1041.12875,36,0.0611384018651829,1,37,0.0855045979392828,1,37,0.335754346288729,1,37,11.3200919971389,1,37,6.78106729156743,1,37,0.0100518554359837,1,37,3.36799325686381e-05,1,37,45.9828736127657,1,37,0.0871598027675893,1,37,0.396721770734412,1,37,0.340136946368419,1,37,0.00301468381082834,1,37,0.102418092326838,1,37
"L069",967.3725,57,0.550851505419239,3,60,0.190677756050881,2,59,0.748161995137336,2,59,31.388551606423,2,59,20.8599769911951,2,59,0.0277579527148191,3,60,0.000256834646306044,3,60,435.138640073187,2,59,0.193809419456695,2,59,1.93983957110422,2,59,1.19100004272417,2,59,0.00968137716811343,2,59,0.302993048753968,2,59
"L070",976.725,52,36.5474900881232,76,128,3.69176541765279,87,139,14.496025211893,87,139,432.146143603564,89,141,220.77059421091,84,136,0.169223704889225,59,111,0.00954555409881179,59,111,48739.6552682384,84,136,3.69210829440752,86,138,16.3948845434747,78,130,8.60872029188105,73,125,0.119626739058968,85,137,4.32426932455946,88,140
"L071",669.0775,103,4.11396242820718,7,110,1.0984463027413,27,130,4.31321777186995,27,130,121.463856396438,15,118,68.4779782128883,13,116,0.0668611188366019,8,111,0.0014901364040274,8,111,4689.2335001248,13,116,1.10172515844309,27,130,4.75324380986538,12,115,3.25591125434721,11,114,0.0372896927809747,18,121,1.31528703206938,22,125
"L072",798.325,88,4.92148842836898,11,99,0.774742673807756,19,107,3.0405530684566,19,107,97.2796762344956,9,97,68.5335002667682,14,102,0.0738732489316554,11,99,0.00181908563590611,11,99,4696.84065881512,14,102,0.775993011553093,17,105,6.67954135617411,19,107,3.39660205348235,13,101,0.0343174287624759,15,103,1.13450978478765,17,105
"L073",675.2925,102,18.7061779970354,50,152,2.77580165332071,72,174,10.8997518595309,72,174,302.413856396438,67,169,160.866829358619,61,163,0.119061744953253,35,137,0.00472523303710449,35,137,25878.1367878949,61,163,2.77652603828733,72,174,11.2703861459755,52,154,5.85595694942654,45,147,0.0835281546292829,62,164,3.05848003186584,64,166
"L074",678.94,101,69.6381574694535,97,198,4.75037328658008,98,199,18.652592042567,98,199,558.37385639644,101,202,292.863827313908,98,199,0.253581776036126,90,191,0.021434572379212,90,191,85769.2213489507,98,199,4.75577753629362,98,199,21.7081623154944,96,197,13.3822597385638,101,202,0.163390885868986,99,200,5.78878690189735,98,199
"L075",716.01625,97,9.32866095433443,26,123,1.04313143236098,26,123,4.09385878794369,26,123,139.174676234496,18,115,93.41810098799,26,123,0.103359831883996,24,121,0.00356108494902931,24,121,8726.94159220231,26,123,1.04596184250608,26,123,9.03335184103703,40,137,4.7981861604459,27,124,0.0470149549183145,27,124,1.54540489846598,26,123
