"genotype","BLUP","env","trait","pev","model"
"L021",47.7880378159061,"Hunter.2024","DTF",0.119367041726659,"SpATS"
"L022",49.7175247733719,"Hunter.2024","DTF",0.11810991242986,"SpATS"
"L023",47.732213464889,"Hunter.2024","DTF",0.125425558446288,"SpATS"
"L024",48.8396419452123,"Hunter.2024","DTF",0.123265802537764,"SpATS"
"L025",48.0105649976393,"Hunter.2024","DTF",0.121558831665073,"SpATS"
"L026",50.378344938211,"Hunter.2024","DTF",0.118244477056947,"SpATS"
"L027",47.014385770517,"Hunter.2024","DTF",0.132715381326537,"SpATS"
"L028",47.7925246759449,"Hunter.2024","DTF",0.11652638128307,"SpATS"
"L029",48.7158390010744,"Hunter.2024","DTF",0.133774487879072,"SpATS"
"L030",50.45699966254,"Hunter.2024","DTF",0.119509782236649,"SpATS"
"L031",44.7975967444137,"Hunter.2024","DTF",0.12371598692903,"SpATS"
"L032",47.5856828483106,"Hunter.2024","DTF",0.11355875040092,"SpATS"
"L033",49.0177720246458,"Hunter.2024","DTF",0.114145958384207,"SpATS"
"L034",46.5046446790975,"Hunter.2024","DTF",0.122064079450676,"SpATS"
"L035",46.7456867826375,"Hunter.2024","DTF",0.123251805594318,"SpATS"
"L036",47.4612530527509,"Hunter.2024","DTF",0.123261398033706,"SpATS"
"L037",50.5041037252337,"Hunter.2024","DTF",0.1255468290103,"SpATS"
"L038",48.6539364651412,"Hunter.2024","DTF",0.114258288979228,"SpATS"
"L039",44.863161520422,"Hunter.2024","DTF",0.12919244618829,"SpATS"
"L040",48.1099129002547,"Hunter.2024","DTF",0.12970579738106,"SpATS"
"L041",47.9712929113886,"Hunter.2024","DTF",0.118400804205463,"SpATS"
"L042",49.2303453725387,"Hunter.2024","DTF",0.119928343787494,"SpATS"
"L043",47.2698425447164,"Hunter.2024","DTF",0.114595091390418,"SpATS"
"L044",50.4629364396812,"Hunter.2024","DTF",0.115978440593492,"SpATS"
"L045",46.4400286242174,"Hunter.2024","DTF",0.134919329280813,"SpATS"
"L046",47.8968867495414,"Hunter.2024","DTF",0.113735067330815,"SpATS"
"L047",46.8353251128741,"Hunter.2024","DTF",0.125844346645236,"SpATS"
"L048",47.0980512860056,"Hunter.2024","DTF",0.115882006807478,"SpATS"
"L049",50.0150471013831,"Hunter.2024","DTF",0.137727206273485,"SpATS"
"L050",44.9948206621112,"Hunter.2024","DTF",0.114728410994793,"SpATS"
"L051",47.3378285174357,"Hunter.2024","DTF",0.119048607432968,"SpATS"
"L052",48.91593342832,"Hunter.2024","DTF",0.131842202362342,"SpATS"
"L053",47.7466068291446,"Hunter.2024","DTF",0.120553239592295,"SpATS"
"L054",48.2990380291407,"Hunter.2024","DTF",0.123728305772862,"SpATS"
"L055",47.1605965370944,"Hunter.2024","DTF",0.119769811094935,"SpATS"
"L056",47.1899934816999,"Hunter.2024","DTF",0.11923068418474,"SpATS"
"L057",47.3141452727135,"Hunter.2024","DTF",0.119352162993788,"SpATS"
"L058",50.8411574999225,"Hunter.2024","DTF",0.121397343873656,"SpATS"
"L059",49.1089572725625,"Hunter.2024","DTF",0.124703894264914,"SpATS"
"L060",44.0585773089323,"Hunter.2024","DTF",0.124984063024063,"SpATS"
"L061",48.1195456460697,"Hunter.2024","DTF",0.11644562234934,"SpATS"
"L062",46.2299673348152,"Hunter.2024","DTF",0.130279531562565,"SpATS"
"L063",45.5409584994061,"Hunter.2024","DTF",0.116975434886422,"SpATS"
"L064",45.7830601376296,"Hunter.2024","DTF",0.119977115702049,"SpATS"
"L065",47.0660581334928,"Hunter.2024","DTF",0.119682425212876,"SpATS"
"L066",48.0383557245608,"Hunter.2024","DTF",0.119660475860486,"SpATS"
"L067",45.9200808537602,"Hunter.2024","DTF",0.111028053250223,"SpATS"
"L068",51.7058153585031,"Hunter.2024","DTF",0.12278875674437,"SpATS"
"L069",47.823607658188,"Hunter.2024","DTF",0.126555363144683,"SpATS"
"L070",46.786020070895,"Hunter.2024","DTF",0.114302955252824,"SpATS"
"L071",50.8489221126605,"Hunter.2024","DTF",0.130856771847564,"SpATS"
"L072",44.6642634687264,"Hunter.2024","DTF",0.109529504136045,"SpATS"
"L073",44.3179056573194,"Hunter.2024","DTF",0.118188729893474,"SpATS"
"L074",43.8894361435094,"Hunter.2024","DTF",0.124912404090064,"SpATS"
"L075",44.4895827921376,"Hunter.2024","DTF",0.122000743106421,"SpATS"
"L076",44.2598298178107,"Hunter.2024","DTF",0.120936479410583,"SpATS"
"L077",46.3827933281178,"Hunter.2024","DTF",0.121558315436286,"SpATS"
"L078",47.3840708687614,"Hunter.2024","DTF",0.116724700452705,"SpATS"
"L079",47.6118398971978,"Hunter.2024","DTF",0.128573927921234,"SpATS"
"L080",45.1310124738706,"Hunter.2024","DTF",0.128388865062824,"SpATS"
"L081",48.3374976136595,"Hunter.2024","DTF",0.125659626301912,"SpATS"
"L082",44.559900847317,"Hunter.2024","DTF",0.119860839706681,"SpATS"
"L083",46.6094480541725,"Hunter.2024","DTF",0.122729307328844,"SpATS"
"L084",47.5333833256399,"Hunter.2024","DTF",0.112119380221836,"SpATS"
"L085",46.0019039860375,"Hunter.2024","DTF",0.117081906258335,"SpATS"
"L086",47.4581791902292,"Hunter.2024","DTF",0.124163423756305,"SpATS"
"L087",46.3002567022014,"Hunter.2024","DTF",0.119382722046659,"SpATS"
"L088",44.0536153024677,"Hunter.2024","DTF",0.131263495765472,"SpATS"
"L089",48.1817404381208,"Hunter.2024","DTF",0.115303724783924,"SpATS"
"L090",45.7474389078873,"Hunter.2024","DTF",0.127333288142746,"SpATS"
"L091",45.9244533704947,"Hunter.2024","DTF",0.121727487655946,"SpATS"
"L092",46.1958747140301,"Hunter.2024","DTF",0.110893030591655,"SpATS"
"L093",49.61722318001,"Hunter.2024","DTF",0.1155252495091,"SpATS"
"L094",50.0000537211753,"Hunter.2024","DTF",0.117714544458547,"SpATS"
"L095",47.5855902140332,"Hunter.2024","DTF",0.118398134873922,"SpATS"
"L096",47.4863923177237,"Hunter.2024","DTF",0.119248332361165,"SpATS"
"L097",48.4322330780705,"Hunter.2024","DTF",0.128536081784215,"SpATS"
"L098",48.0903660037807,"Hunter.2024","DTF",0.114602131788689,"SpATS"
"L099",46.2623697176753,"Hunter.2024","DTF",0.123811385820645,"SpATS"
"L100",46.9002732984403,"Hunter.2024","DTF",0.118264419748877,"SpATS"
"CL1",54.1041034253851,"Clavet.2025","DTF",0.139090690587138,"SpATS"
"CL2",56.6667663070554,"Clavet.2025","DTF",0.138038624956927,"SpATS"
"CL3",56.4764626948561,"Clavet.2025","DTF",0.136444373945865,"SpATS"
"Extra",54.3709996271547,"Clavet.2025","DTF",0.0986446763618839,"SpATS"
"L001",59.1299159950235,"Clavet.2025","DTF",0.0913600079353209,"SpATS"
"L002",55.2691892356396,"Clavet.2025","DTF",0.0947726491359079,"SpATS"
"L003",54.3491931793504,"Clavet.2025","DTF",0.0933811753174488,"SpATS"
"L004",54.2749740136288,"Clavet.2025","DTF",0.0994656132357632,"SpATS"
"L005",55.2080853852986,"Clavet.2025","DTF",0.0914066657265576,"SpATS"
"L006",58.2779633190572,"Clavet.2025","DTF",0.0975630913656579,"SpATS"
