"genotype","Y","Y_R","CV","CV_R","ACV","ACV_R","POLAR","POLAR_R","Var","Var_R","Shukla","Shukla_R","Wi_g","Wi_g_R","Wi_f","Wi_f_R","Wi_u","Wi_u_R","Ecoval","Ecoval_R","bij","Sij","Sij_R","R2","R2_R","ASTAB","ASTAB_R","ASI","ASI_R","ASV","ASV_R","AVAMGE","AVAMGE_R","DA","DA_R","DZ","DZ_R","EV","EV_R","FA","FA_R","MASI","MASI_R","MASV","MASV_R","SIPC","SIPC_R","ZA","ZA_R","WAAS","WAAS_R","WAASB","WAASB_R","HMGV","HMGV_R","RPGV","RPGV_R","HMRPGV","HMRPGV_R","Pi_a","Pi_a_R","Pi_f","Pi_f_R","Pi_u","Pi_u_R","Gai","Gai_R","S1","S1_R","S2","S2_R","S3","S3_R","S6","S6_R","N1","N1_R","N2","N2_R","N3","N3_R","N4","N4_R","trait","dev_year"
"L031",50.2375,94,8.38528118957904,94,7.62278435482803,78,0.0499298366831165,78,53.236875,89,0.45322434883007,76,93.4819239541382,94,95.3727412125997,92,NA,35,64.5659937739185,76,1.11617196359972,0.363541376667848,73,0.985407931384348,64,0.16247318841935,64,0.223161881056927,83,0.70008082821237,83,2.18216169387258,77,1.15979518462959,76,0.140301913345219,49,0.00656154229610975,49,1.34512487028997,76,0.223187657224915,82,0.704302147381305,57,0.458972598438032,45,0.0829667162562397,67,0.23618015954615,72,0.223758605240116,72,49.9727807383789,95,0.960875771372311,95,0.96072774579891,95,20.9603125,94,19.6633333333333,93,24.85125,96,50.0971596070701,95,10.3333,82,1620.7292,76,3.4529,42,1.0824,75,34.625,87.5,0.368351063829787,42,0.3694,29,0.1095,52,"DTF",2026
"L032",52.4125,40,7.45863520308269,64,7.51738126845433,69,0.0378357237154269,69,45.846875,71,0.057270937432547,17,99.5258742697943,34,99.5892786806716,35,NA,36,8.64518890269738,17,1.04225539436171,0.0275849042851115,20,0.997711442969222,18,0.0288863984549084,16,0.0540283858604224,24,0.169373688146438,24,0.811172321402923,24,0.424391449182864,17,0.0683805497421284,15,0.00155863319434523,15,0.180108102139532,17,0.0541845815046033,20,0.423111571740388,34,0.219126702652884,12,0.0271181460919958,12,0.0684481360719308,11,0.0705028417072503,16,52.1815581641748,41,1.00266702816007,41,1.00265622288486,40,9.0234375,39,9.02083333333333,38,9.03125,50,52.2984151981046,41,2.6667,30.5,422.3958,19,1.656,31,0.288,33,16.875,30,0.404191616766467,44,0.4188,40,0.0627,33,"DTF",2026
"L033",53.625,21,6.89577574143755,32,7.34802604975875,64,0.0180439433299962,64,41.0225,39,0.412030645214818,71,100.576340100213,23,100.05208312761,28,NA,37,58.7481753248727,71,0.972575485102329,0.571248607172693,83,0.970936666612375,84,0.286182862487974,82,0.0651514107826112,31,0.204251380493592,31,1.92761394715312,73,1.10630932350234,71,0.262218937609792,96,0.022919590413736,96,1.2239203192682,71,0.0900451402029036,37,0.702678916838314,56,0.728035598302163,78,0.0630599249044519,48,0.144543621380749,45,0.139280920869636,43,53.4133345150432,21,1.02604971550532,21,1.02596554222098,21,4.764375,20,5.13749999999999,18,3.64500000000001,23,53.5256273750627,21,12.3333,90,1646.9167,80,2.3083,36,0.2823,32,33.25,81,1.38541666666667,88,1.6836,89,0.5908,93,"DTF",2026
"L034",51.5625,71,7.86964504481067,80,7.62211154926831,77,0.0498531695168711,77,49.3968749999999,78,0.154652433735183,39,97.2345797942724,72,97.7825243690667,70,NA,38,22.3984525343626,39,1.08100646706687,0.0702826071608499,31,0.996147153157583,31,0.104045028165043,44,0.0492986947577896,19,0.154542136780743,19,1.12238605284692,36,0.68310645422161,39,0.15526463244221,60,0.00803570202913819,60,0.466634427799221,39,0.0607008679798854,25,0.48321427853437,41,0.444649174175307,42,0.038819414674444,27,0.0886119297077412,24,0.0816486298760478,21,51.3173970790692,72,0.98630883948649,71,0.986268577332974,72,13.0215625,71,12.6804166666667,67,14.045,74.5,51.4373676248332,72,8.3333,69,779.6667,39,8.9172,64,0.8414,65,21.5,42.5,0.29553264604811,28,0.3517,25,0.1212,53,"DTF",2026
"L035",51.525,73,7.37740116253063,61,7.13270632140357,42,-0.00778874529368289,42,43.3475,54,0.0788428260719783,25,97.6517728723895,66,97.5746743002479,75,NA,39,11.6918033290049,25,1.01182369894249,0.0939695700266704,40,0.994516580665527,38,0.0487558227430291,30,0.047343385215087,15,0.148414908009311,15,0.761172321402942,21,0.493537471749553,25,0.101496073771889,30,0.00343381766370291,30,0.243579236020941,25,0.0516282554424426,15,0.407340352998525,33,0.32528551467798,24,0.0317128012930783,18,0.0751728725917072,17,0.0721579908540475,17,51.3067742562701,73,0.98583277182436,73,0.985815006843463,73,13.21125,72,13.4483333333333,74,12.5,68.5,51.4151992886335,73,4.6667,47,387.6667,17,8.2558,62,0.8682,67,12.5,13.5,0.174825174825175,12,0.2344,11,0.0641,35,"DTF",2026
"L036",52.0625,54,7.15615093491489,44,7.09582182107127,40,-0.0122920279055366,40,41.641875,43,0.0770575097073438,24,98.7648511589432,43,98.6205545577967,48,NA,40,11.4396617255076,24,0.99163317574305,0.0928125882638022,39,0.994347551447289,40,0.0479861206925791,28,0.0581961806134313,27,0.182562650070121,27,0.782161693872563,23,0.488186732662896,24,0.103138404104379,32,0.00354584346706605,32,0.238326285948074,24,0.062872890310288,27,0.275707697924823,11,0.3275426515265,26,0.0361738452541541,24,0.0919180983457732,26,0.0793069386703174,20,51.8495912982118,54,0.996154264421654,54,0.99613941531296,54,10.7384375,53,11.0175,53,9.90125000000001,54.5,51.9577662075852,54,9.6667,76,654.5,33,6.2571,52,0.6095,51,18.25,35.5,0.366834170854271,41,0.422,41,0.1841,72,"DTF",2026
"L037",54.7,9,6.51457420401556,25,7.28549227067714,60,0.0106203723448662,60,38.095,26,0.68174982620251,83,101.832199415502,12,101.592868630269,15,NA,41,96.8408227320535,83,0.928390512940117,0.875918240200908,92,0.952707970601127,93,0.26021290437372,80,0.258696996480721,91,0.81151348890184,91,2.46783830612743,82,1.42039330477552,83,0.185949309907427,76,0.0115257152850161,76,2.01751714025112,83,0.258997556362712,90,0.971074042152289,81,0.771271459637336,85,0.121043591524924,88,0.332643967895414,89,0.31163763259893,89,54.5013838787349,9,1.04674342262577,9,1.04657723196917,9,2.015625,8,2.46708333333333,9,0.661249999999998,9,54.6108767634468,9,8.0833,68,1833.7292,85,0.5105,12,0.1232,7,33.875,85,4.234375,99,3.853,97,0.8398,97,"DTF",2026
"L038",53.7375,17,7.7644184838651,76,8.3159572112313,101,0.125527060899317,101,52.226875,87,0.34609941104235,64,101.195040136139,16,101.220268499804,18,NA,42,49.4366564063594,64,1.10792171860645,0.244869491554135,61,0.989670215523028,55,0.181040693596928,70,0.11884618759312,53,0.372580904834296,53,1.71117232140295,63,1.01485483779659,64,0.182559343188711,74,0.0111093045951646,74,1.02993034179915,64,0.122077213528959,53,0.940144128461458,78,0.641260571484038,72,0.0712110890076462,60,0.175713786327667,54,0.174747801757215,56,53.478065825894,20,1.02773181135663,17,1.02768468015354,17,4.2628125,17,3.97708333333333,15,5.12000000000001,27,53.6111477760968,18,7.1667,64.5,1372.9167,65,0.9824,24,0.1765,21,28.25,67,1.46753246753247,89,1.6044,88,0.3583,86,"DTF",2026
"L039",49.8375,99.5,7.86621781679713,79,7.01309948004346,31,-0.0224774324861377,31,46.106875,72,0.338083434992844,63,93.2559578801802,96,93.8709802419604,95,NA,43,48.3045539427534,63,1.03553179720824,0.451714782177996,77,0.979326663455198,73,0.142479160095167,60,0.168792597189598,69,0.529455880379799,69,1.69668771265829,61,1.00316742062696,63,0.146656921638003,54,0.00716941755477847,54,1.00634487380735,63,0.169692046795528,70,0.741901651500689,60,0.631521663682964,70,0.0895739445161767,73,0.24015466941279,73,0.220783529129144,70,49.607480668514,99,0.953526713634649,99,0.953431639107839,99,23.6503125,99,23.3670833333333,102,24.5,95,49.7155323392629,99,4.8333,49.5,1200.9167,57,9.5638,67,2.4681,98,24.25,54,0.245569620253165,20,0.3028,18,0.0488,27,"DTF",2026
"L040",52.6625,34,6.96201869320322,35,7.09861289630923,41,-0.0119504437243607,41,40.326875,36,0.0555643405534043,16,99.9801414481815,29,99.8009417041399,32,NA,44,8.40416491269024,16,0.976769546883366,0.0513047739995025,25,0.996221801774925,29,0.0335543252143786,18,0.0438881023761941,13,0.137590675726984,13,0.688827678597069,14,0.41843370922331,16,0.0825288377070145,22,0.00227033635109024,22,0.175086769014378,16,0.0466380130510844,11,0.357012443633208,25,0.281850950001344,18,0.0293945597246191,15,0.0714232452991082,14,0.0665960024871016,13,52.4549858742385,34,1.00766463232156,34,1.00765175308743,34,8.14906249999999,34,8.58374999999999,36,6.84500000000001,37,52.5626922127294,34,2.5833,27.5,475.2292,22,2.8302,39,0.3043,34,17.375,33,0.463333333333333,55,0.5018,55,0.0687,38,"DTF",2026
"L041",52.4875,36.5,6.98696288699833,36,7.06655090725664,38,-0.0158824473062259,38,40.346875,37,0.0139642387265619,2,99.9684613488473,30,99.9939021046503,29,NA,45,2.52895053160618,2,0.978460433623667,-0.00830155975501718,5,0.999178368584023,7,0.00722840990794817,2,0.0406367988916968,8,0.127476463786911,8,0.417838306127407,2,0.229535333681903,2,0.0327658802795945,2,0.000357867636832241,2,0.0526864694084627,2,0.0408789816837826,6,0.15026208390466,3,0.13698813666991,2,0.0197986724976595,4,0.0536221616393974,4,0.0527160551327029,7,52.2805916251702,36,1.00432138517661,36,1.00431694099113,36,8.78343749999999,37,9.24083333333332,41,7.41125000000001,39.5,52.3874216532498,36,2.5833,27.5,114.75,2,0.9219,22,0.2031,23,6.5,2,0.164556962025316,11,0.2263,9,0.063,34,"DTF",2026
"L042",53.35,25,6.53137664727168,26,6.87315869779871,21,-0.0399846878751861,21,36.425,21,0.308158090858375,57,100.159695438456,24,100.231928150968,27,NA,46,44.0781745711447,57,0.921612990486352,0.304903640652705,68,0.981892637999848,69,0.110801496994467,46,0.1845183571359,74,0.578852599424386,74,1.86783830612744,70,0.958277258190719,57,0.11576092590947,40,0.00446686398913923,40,0.918295303565521,57,0.184535112531788,74,0.581083569358819,47,0.37161174140797,35,0.0677689072838332,55,0.193290142658809,60,0.179762505436497,59,53.160481626951,25,1.0209941604449,25,1.02091648773075,25,5.563125,25,6.33375,26,3.25124999999999,20,53.2620794854822,25,9.9167,78,1412.7292,67,1.5472,30,0.2767,31,32.375,79,1.295,87,1.2765,84,0.3889,88,"DTF",2026
"L043",52.0125,56,7.21914532942775,51,7.14156031544469,45,-0.00671121428047343,45,42.296875,48,0.0847432941430513,26,98.6042281256446,48,98.515047114428,54,NA,47,12.5251309735048,26,0.9991422413985,0.105577933993538,42,0.993831476969995,41,0.0375139720521081,20,0.0814098332827044,36,0.255329789804488,36,0.846687712658273,27,0.510823089351567,26,0.0746733113745554,19,0.00185870114388044,19,0.260940228614679,26,0.0815845147853839,32,0.427631019280763,35,0.308637431979791,20,0.0444017279658701,32,0.118658388285524,33,0.106335585283107,28,51.7967679917911,55,0.995174189578076,56,0.995157205156817,55,11.0234375,56,11.2475,55,10.35125,59,51.9059466396826,55,3.3333,35,600.5,30,8.3628,63,0.6933,55,14.75,23.5,0.25,22,0.3867,32,0.0607,32,"DTF",2026
"L044",54.9125,6,6.46178387545032,20,7.294989965916,61,0.0117519665265995,61,37.771875,25,0.105317392919062,31,103.527926053536,4,103.954126382301,3,NA,48,15.4308267698693,31,0.944692771091195,0.0714589649165924,33,0.994899080085847,36,0.0486416476703188,29,0.0954615170857936,41,0.299470376189185,41,0.853312287341708,28,0.566988146000966,31,0.0914029521112046,27,0.00278483321821439,27,0.321475557705613,31,0.0969677783528343,41,0.336471690141731,21,0.337237168884354,32,0.0453560156933737,33,0.121639226055878,34,0.119427786974004,32,54.7108152085224,5,1.05072688914588,5,1.05067344093845,5,1.6090625,5,1.90541666666666,5,0.720000000000003,10,54.8234306944152,5,0.75,6.5,588.2292,29,0.4004,8,0.1277,9,15.875,27,2.26785714285714,92,2.9479,94,0.1053,50,"DTF",2026
"L045",51.75,66,7.79800532327771,78,7.61976146928052,76,0.0495853213914934,76,48.855,77,0.100805335708777,29,97.7776738647562,62,99.0695884911149,41,NA,49,14.7935854592488,29,1.07645342842301,0.00615935797606476,3,0.998729462787836,10,0.0418728114666005,26,0.0984591518969105,45,0.308860571504117,45,0.932860034061219,30,0.555157362436706,29,0.0780890426274184,20,0.00203263285948892,20,0.308199697067681,29,0.0989362691743337,43,0.371333170120538,27,0.330171400083431,28,0.0482166608537068,36,0.130732179679716,38,0.11983797733086,33,51.5050564461413,68,0.989893570545467,67,0.989862876485677,67,12.170625,67,11.7208333333333,58,13.52,72.5,51.6259783767818,67,2.0833,21,577.2292,28,5.0648,47,0.5648,49,17.125,31.5,0.280737704918033,26,0.3376,23,0.0338,18,"DTF",2027
"L046",52.6125,35,7.37129857900842,60,7.4985623245181,68,0.0356585797390487,68,45.121875,67,0.238979411353408,49,99.1714658354682,36,99.0541547876552,42,NA,50,34.3080164502901,49,1.02729817609738,0.316809178408347,70,0.984854979178905,65,0.144560487937474,63,0.0966978095361437,43,0.303318815580745,43,1.43547398121429,48,0.845429087927768,49,0.178667151363641,69,0.0106406503254661,69,0.714750342714377,49,0.104869528160263,47,0.519353498708194,44,0.600715384834147,61,0.0660973991844309,52,0.166768313112162,51,0.14957182072659,49,52.3832500903872,35,1.00652509379133,35,1.00648104402832,35,8.37156249999999,35,8.36041666666665,35,8.40500000000001,45.5,52.5001547566853,35,13,94.5,1154.5,55,4.8951,46,0.4915,43,22.25,45,0.54601226993865,67,0.7569,73,0.3344,84,"DTF",2027
"L047",51.3888157894737,76,7.26627045288453,57,6.98014312705823,28,-0.0265687754608546,28,41.8293957756233,45,0.0444649133428535,14,97.6461648648839,67,97.491671648074,76,NA,51,6.83658426972145,14,0.994998534635637,0.0458110689873671,23,0.996620187432764,26,0.0191076611879478,11,0.0650511579630743,30,0.204043310722669,30,0.61257514823268,12,0.377397454883499,14,0.0511331925707324,4,0.0008715344608252,4,0.142428838952542,14,0.065057056812678,28,0.292115811320896,14,0.201614971976996,10,0.0320958052248107,19,0.0878727617411028,22,0.0873719682967058,25,51.1790423537376,76,0.98331074846446,76,0.983301717676799,76,13.8976185941828,75,14.3634914589104,79,12.5,68.5,51.2828866471228,76,2.6667,30.5,267.6667,8,9.2832,65,0.9381,69,11.5,9,0.154882154882155,7,0.1846,6,0.0347,19,"DTF",2026
"L048",51.5875,70,7.19206303835999,46,6.9740673863432,27,-0.0273251524211188,27,41.296875,42,0.145404655536562,37,97.5523443359108,69,97.2566124360909,81,NA,52,21.0923817056957,37,0.985148706029211,0.190191910810904,57,0.989584267546452,56,0.0915955602691714,42,0.0716692693297508,33,0.224814772146379,33,1.11452601878572,35,0.662891106343011,37,0.143857256818785,52,0.00689830344647532,52,0.439424618868661,37,0.0790370604456467,30,0.39171064407711,30,0.464201853371939,46,0.0498653337734407,37,0.125093056813093,35,0.116959324865212,31,51.3794847999588,70,0.987124015767148,70,0.987096965166778,70,12.9771875,70,13.5425,76,11.28125,63,51.4834836747198,70,10.6667,83,829.5625,40.5,9.9152,68,0.8651,66,17.125,31.5,0.261450381679389,24,0.3622,27,0.1549,63,"DTF",2026
"L049",54.4625,12,6.54915246503472,27,7.24698549391202,54,0.00601735279824038,54,38.166875,27,0.0732346588362518,23,102.905658242452,7,103.285162576126,5,NA,53,10.8997575563285,23,0.950503962260063,0.0370829355604429,22,0.996753225128607,25,0.0313031007474853,17,0.0829753125852449,38,0.260282405389976,38,0.817838306127433,25,0.476527315506165,23,0.0679328009689481,14,0.00153828848249557,14,0.227078282423512,23,0.0833846100996024,33,0.331807032186718,19,0.290827737679737,19,0.0420279639567479,29,0.113465755261446,31,0.109767513754917,29,54.2602469841381,12,1.04211655782943,12,1.04207807016066,12,2.5390625,13,2.90375,12,1.445,14.5,54.3716389498421,12,5.3333,52.5,405.4167,18,0.6553,15,0.1419,12,13.5,17,1,79,1.5,86,0.4588,90,"DTF",2026
"L050",51.0875,80,9.19378313758237,104,8.70621626067793,102,0.165361470277754,102,66.1818749999999,104,1.25283558467068,96,93.7236962223557,91,96.4498262228908,87,NA,54,177.495703697253,96,1.24194680955589,0.59156735650763,85,0.981371212396707,71,0.53209264567832,99,0.304904300182908,96,0.956274658437649,96,3.01117232140293,92,1.92297352045197,96,0.280901497178676,98,0.0263018837057405,98,3.69782716035945,96,0.305437652359128,96,1.62682552404708,101,1.1488724488858,102,0.166015429979196,102,0.443792887922008,100,0.400901431120067,99,50.7646132463294,82,0.976662469953369,82,0.9763359254158,82,15.9003125,82,13.49375,75,23.12,94,50.9159123477722,82,5.5,54.5,1863,87,62.1267,103,2.4977,99,31,75,0.358381502890173,39,0.48,51,0.0706,40,"DTF",2027
"L051",51.9125,60,6.95939426402218,33,6.85242135218413,20,-0.042609311851626,20,39.156875,30,0.0215929380693081,5,98.9030690501557,39,98.8630409204646,44,NA,55,3.60635760801266,5,0.964063632227393,-0.0145001857133401,9,0.999470003463751,6,0.0150454826015457,6,0.0262916742114662,4,0.0824209646835711,4,0.42430165981136,3,0.274102991897079,5,0.0563969385894593,8,0.00106020489408775,8,0.0751324501669302,5,0.028678489090737,3,0.225955626122394,7,0.181156640803787,5,0.0177019445842805,3,0.042007045309614,3,0.0377927990832607,3,51.7116191056813,60,0.993392953192752,60,0.99338923413865,60,11.4009375,60,11.9745833333333,63,9.67999999999999,53,51.8140379951619,60,3.8333,39,270.4167,9,2.0854,35,0.336,35,11.25,7.5,0.193965517241379,14,0.2419,14,0.0651,36,"DTF",2027
"L052",53.5375,22,6.76880764403142,29,7.18411293230244,49,-0.00155112980162571,49,39.396875,32,0.142695318877923,36,101.15597407292,17,100.869798974296,23,NA,56,20.7097400052907,36,0.96268242210943,0.161529814305533,52,0.990536990353676,53,0.107091011046867,45,0.0244330673385749,2,0.0766467966278842,2,1.17761394715308,40,0.656850756851884,36,0.163876407565287,65,0.00895182565216803,65,0.431452916776893,36,0.0473036745997548,12,0.33489883619412,20,0.382418740411585,36,0.0306375280872506,16,0.0693319691101561,13,0.0570743601509338,11,53.3314334331069,22,1.02440923100588,22,1.02437392767416,22,5.0628125,22,5.44375,21,3.91999999999999,24,53.4414993907941,22,11.5,84.5,923.0625,45,1.4458,29,0.241,28,24.125,52.5,1.14880952380952,83,1.196,81,0.5227,91,"DTF",2027
"L053",52.175,51,7.00312260110084,37,6.980670192405,29,-0.0265031914388985,29,40.0525,34,0.11270325132333,32,98.787493777125,40,98.5836320279953,50,NA,57,16.4739372337345,32,0.971515278709412,0.129643972501609,47,0.992284094012877,48,0.0461459631107688,27,0.106511854422653,48,0.3341364405521,48,1.16783830612745,39,0.585838736942859,32,0.082204265150186,21,0.00225251373629403,21,0.343207025702805,32,0.107153126881027,48,0.354868342646252,24,0.316144241809591,22,0.0467144742866714,35,0.127878369017948,36,0.120275243251265,34,51.9715328948569,49,0.998387970209121,50,0.99836589708623,50,10.093125,49,10.72375,48,8.20124999999999,43.5,52.0755084587843,50,8.5833,71.5,732.0833,35,7.101,54,0.7316,56,23.25,46,0.444976076555024,53,0.4474,43,0.1639,69,"DTF",2027
"L054",52.4125,40,6.24365271924856,12,6.29282928048475,12,-0.116605531531536,12,32.126875,12,0.397955005541559,70,98.3095457348129,53,98.1440742979703,60,NA,58,56.760261906402,70,0.867439003240117,0.196404840952285,59,0.986224521947619,63,0.193438963730462,73,0.13503042205609,56,0.423295349621811,56,2.08882767859707,76,1.08743066739143,70,0.179328691118303,71,0.0107195931527345,71,1.18250545638337,70,0.135908317060006,57,1.07870088992462,86,0.56669025223451,58,0.0655624781535765,51,0.161984044018668,49,0.140974602470579,44,52.2419159799536,37,1.00326987688382,39,1.00318633569013,39,9.47968749999999,42,10.6558333333333,47,5.95125000000001,31,52.3326583498406,39,2.5833,27.5,1537.4167,72,16.1037,83,0.9793,72,33.5,82,0.802395209580838,77,0.7588,74,0.0577,29,"DTF",2027
"L055",52.2625,44.5,7.79052290491187,77,7.79728896260223,86,0.0695898271861597,86,49.7318749999999,81,0.268908657096748,52,98.3593006599969,51,98.4420969699128,56,NA,59,38.5349468491183,52,1.08099249157431,0.238418756377443,60,0.989411400790679,57,0.127036352358037,51,0.116208440702166,52,0.364311756736473,52,1.71117232140293,62,0.895997428952769,52,0.14213786650716,51,0.00673439103173573,51,0.802811392689973,52,0.116317563626606,51,0.893682512855974,76,0.44917299185431,44,0.0584612188103678,44,0.149647912635105,46,0.146485442349452,47,52.0159369354644,46,0.999672828468904,46,0.999621147369449,46,9.6346875,43,9.39583333333333,43,10.35125,59,52.138618530771,46,3,32.5,1290.0625,62,13.0181,75,0.9412,70,30.125,73,0.611675126903553,70,0.6252,63,0.0603,31,"DTF",2014
"L056",52.4875,36.5,7.89357832571486,81,7.98349354093184,94,0.0900885253099168,94,51.496875,83,0.256673293295261,51,98.7871337843951,41,99.4566693753229,37,NA,60,36.8069370076163,51,1.10237789156571,0.137856129455359,50,0.99367989536344,42,0.119195463304069,49,0.121973608095952,54,0.382461067293592,54,1.61117232140294,58,0.87567755918413,51,0.137792945402491,46,0.00632896526756458,46,0.766811187658675,51,0.12244502813112,54,0.819384190668064,69,0.523901108612965,54,0.0696382961855102,57,0.181248061454342,55,0.158950839639048,52,52.2307581697919,38,1.00388233626355,37,1.00383133211728,37,8.75968749999999,36,8.22916666666666,34,10.35125,59,52.3589327328463,37,3.25,34,1023.5625,48,7.3571,56,0.5556,48,26.375,63,0.667721518987342,73,0.6597,68,0.0774,44.5,"DTF",2016
"L057",51.975,57,7.12205638052125,42,7.03315478701721,33,-0.0199970801004462,33,41.1075,40,0.256604381390877,50,97.9076353798281,58,97.5796482915159,74,NA,61,36.797204526351,50,0.979014993932104,0.34915592607726,71,0.9818022202347,70,0.127134835199474,52,0.115373250987462,51,0.361765758342987,51,1.43882767859705,49,0.875561778307107,50,0.148988067725793,56,0.00739914810822184,56,0.766608427632304,50,0.117210852668412,52,0.786953058252525,65,0.579562408148638,60,0.0711800479937673,59,0.182037632156637,56,0.165406622391811,53,51.7650461281802,57,0.994526703288469,57,0.994478419495236,57,11.33375,58,11.7366666666666,59,10.125,56.5,51.8714753549002,57,0.0833,1,1150.7292,54,19.4948,91,1.0494,73,26.125,61.5,0.416334661354582,46,0.5165,58,0.0015,1,"DTF",2017
"L058",54.6375,10,5.76666298825849,5,6.43115089574138,15,-0.0977200318797911,15,29.781875,7,0.621717111774503,80,101.518046044257,13,102.482839487668,10,NA,62,88.3623562943773,80,0.83177636557226,0.299750915870513,66,0.978199652933546,74,0.239580171018325,77,0.24287358125874,86,0.761852931219266,86,2.21783830612745,78,1.3567912229962,80,0.178402341162169,68,0.0106091317773809,68,1.84088242279953,80,0.242956353104723,86,0.979011721243604,82,0.723199089793339,77,0.115647792019075,85,0.318042376218518,87,0.297991189128501,87,54.4722718867924,10,1.04588163312898,10,1.04568683630285,10,2.38593749999999,11,3.07458333333333,14,0.319999999999998,6,54.5675644169399,10,8.8333,75,1601.6667,75,0.8148,19,0.1693,17,30,72,3.15789473684211,97,3.3009,96,0.8413,98,"DTF",2018
"L059",53.475,23,6.56933562364457,28,6.95260295538205,26,-0.0300025738222407,26,37.0225,22,0.0885496217864067,28,101.088648446733,18,101.563034847975,16,NA,63,13.062701554519,28,0.936380381551536,0.0259776343755093,18,0.997252788215337,21,0.03546428072046,19,0.0963091132401174,42,0.302128327737239,42,0.867838306127416,29,0.521670025705089,28,0.0701776793486205,17,0.00164163555958593,17,0.272139615719149,28,0.0966778249507877,40,0.321245468814645,18,0.276160572478655,17,0.0420778779820074,30,0.115750828348799,32,0.111522094316882,30,53.2806665986373,23,1.02331965701881,23,1.02328631145565,23,5.16562499999999,23,5.76083333333332,23,3.38,21.5,53.3852531651365,23,1,9.5,436.5625,21,0.1159,2,0.061,2,13.625,18,0.605555555555556,69,0.7867,75,0.0435,24,"DTF",2018
