"GEN","Y","Y_R","ASTAB","ASTAB_R","ssiASTAB","ASI","ASI_R","ASI_SSI","ASV","ASV_R","ASV_SSI","AVAMGE","AVAMGE_R","AVAMGE_SSI","DA","DA_R","DA_SSI","DZ","DZ_R","DZ_SSI","EV","EV_R","EV_SSI","FA","FA_R","FA_SSI","MASI","MASI_R","MASI_SSI","MASV","MASV_R","MASV_SSI","SIPC","SIPC_R","SIPC_SSI","ZA","ZA_R","ZA_SSI","WAAS","WAAS_R","WAAS_SSI"
"L057",51.975,57,0.127134835199474,52,109,0.115373250987462,51,108,0.361765758342987,51,108,1.43882767859705,49,106,0.875561778307107,50,107,0.148988067725793,56,113,0.00739914810822184,56,113,0.766608427632304,50,107,0.117210852668412,52,109,0.786953058252525,65,122,0.579562408148638,60,117,0.0711800479937673,59,116,0.182037632156637,56,113
"L058",54.6375,10,0.239580171018325,77,87,0.24287358125874,86,96,0.761852931219266,86,96,2.21783830612745,78,88,1.3567912229962,80,90,0.178402341162169,68,78,0.0106091317773809,68,78,1.84088242279953,80,90,0.242956353104723,86,96,0.979011721243604,82,92,0.723199089793339,77,87,0.115647792019075,85,95,0.318042376218518,87,97
"L059",53.475,23,0.03546428072046,19,42,0.0963091132401174,42,65,0.302128327737239,42,65,0.867838306127416,29,52,0.521670025705089,28,51,0.0701776793486205,17,40,0.00164163555958593,17,40,0.272139615719149,28,51,0.0966778249507877,40,63,0.321245468814645,18,41,0.276160572478655,17,40,0.0420778779820074,30,53,0.115750828348799,32,55
"L060",49.775,102,0.544110210329043,100,202,0.400281187245289,103,205,1.25571009624923,103,205,4.13216169387256,104,206,2.10472284397933,102,204,0.260304990336815,95,197,0.0225862293314165,95,197,4.42985824996843,102,204,0.400488796755235,103,205,1.30796149925393,94,196,0.968274952298479,96,198,0.163462645164712,99,201,0.458262352476904,101,203
"L061",53,30,0.0133503081678654,4,34,0.0343316461036111,5,35,0.107673290247716,5,35,0.460473981214288,5,35,0.270455608909522,4,34,0.0516003083493975,5,35,0.000887530607250967,5,35,0.0731462363906203,4,34,0.0358301375012695,4,34,0.202862902479372,5,35,0.196076986054843,8,38,0.0229051126750692,6,36,0.0583285722766627,6,36
"L062",52.0625,54,0.39283011796866,92,146,0.231634020063708,84,138,0.726378250180581,84,138,2.71117232140296,89,143,1.60017102906188,91,145,0.249721303495491,92,146,0.0207869098064957,92,146,2.56054732224895,91,145,0.232740009880961,85,139,1.44070097610082,98,152,0.994951994365651,98,152,0.13369931831827,94,148,0.350123045042793,92,146
"L063",51.025,83,0.120301293496491,50,133,0.174472310161122,71,154,0.547298648506579,71,154,1.58286003406122,55,138,0.964815356903154,60,143,0.126141987110993,43,126,0.0053039336374366,43,126,0.93086867291616,60,143,0.174579386082312,71,154,0.678188584525315,54,137,0.517351505056448,53,136,0.0822397368915437,66,149,0.226223353610351,68,151
"L064",51.375,78,0.1763940736482,69,147,0.176485250459057,72,150,0.553504698855472,72,150,1.78286003406122,66,144,1.11215738308663,72,150,0.160188766190123,64,142,0.00855348027117131,64,142,1.2368940447541,72,150,0.17653474967016,72,150,0.955626228226444,79,157,0.620093091039979,66,144,0.0933515553087065,76,154,0.251366384556896,76,154
"L065",51.8625,62.5,0.0184155897417375,8,70.5,0.0470514260762341,14,76.5,0.147604750798966,14,76.5,0.582161693872567,9,71.5,0.32253161171892,8,70.5,0.0608924221946805,13,75.5,0.00123596236024507,13,75.5,0.104026640558004,8,70.5,0.0488752796676926,14,76.5,0.182887537446312,4,66.5,0.199495816209603,9,71.5,0.0241186341692936,9,71.5,0.0631275747887341,9,71.5
"L066",53.15,27,0.137716590161992,57,84,0.159888751187693,66,93,0.501572750519966,66,93,1.83216169387256,68,95,0.955833975656505,56,83,0.152898015543927,58,85,0.0077926010524236,58,85,0.91361858901932,56,83,0.162230662727291,66,93,0.595519027972763,50,77,0.601725849499829,62,89,0.0809119323219006,64,91,0.216100655495121,66,93
"L067",50.8,89,0.0926171957424646,43,132,0.134791332865912,55,144,0.422766466839704,55,144,1.27168771265828,43,132,0.817248363022498,45,134,0.11441730564511,39,128,0.00436377327702888,39,128,0.667894886862953,45,134,0.134791376036263,55,144,0.673669350547114,53,142,0.430818213363445,39,128,0.0682212128936099,56,145,0.185929423635417,58,147
