Lentil,Lentil_SNP,PredictedMean,Trait,ENV
L046,10137T-1-58_ACT,53.47665674,DTF,Clavet_2024
L047,10222-3-1_ACT,52.04281384,DTF,Clavet_2024
L048,10236-2-SG_ACT,52.64068694,DTF,Clavet_2024
L049,10250-1-3_ACT,55.33027501,DTF,Clavet_2024
L050,11801S-1-54-gr_ACT,51.91519376,DTF,Clavet_2024
L051,12166T-2-57_ACT,52.83880454,DTF,Clavet_2024
L052,12176T-2-50_ACT,54.3248537,DTF,Clavet_2024
L053,12356T-1-60_ACT,52.82483374,DTF,Clavet_2024
L054,12240T-2-49-bk_ACT,53.65795856,DTF,Clavet_2024
L055,IBC_768_ACT,52.66562561,DTF,Clavet_2024
L056,IBC_1006-7_ACT,53.12938926,DTF,Clavet_2024
L057,IBC_1113_ACT,53.6114223,DTF,Clavet_2024
L058,IBC_1266-1_ACT,55.25931038,DTF,Clavet_2024
L059,IBC_1268_ACT,54.0267879,DTF,Clavet_2024
L060,IBC_1273-2_ACT,52.0768038,DTF,Clavet_2024
L061,IBC_1305_ACT,53.87284275,DTF,Clavet_2024
L062,IBC_1307_ACT,52.87658764,DTF,Clavet_2024
L063,IBC_1310_ACT,52.25071212,DTF,Clavet_2024
L064,IBC_1311_ACT,52.28302128,DTF,Clavet_2024
L065,IBC_1314_ACT,52.9083504,DTF,Clavet_2024
L066,IBC_1317_ACT,54.57046603,DTF,Clavet_2024
L067,IBC_1319_ACT,52.40998778,DTF,Clavet_2024
L068,IBC_1320_ACT,55.08954449,DTF,Clavet_2024
L069,IBC_1321_ACT,52.9287248,DTF,Clavet_2024
L070,IBC_1323_ACT,52.08599496,DTF,Clavet_2024
L071,IBC_1324_ACT,54.61358515,DTF,Clavet_2024
L072,IBC_1344_ACT,51.93680656,DTF,Clavet_2024
L073,2462_ACT,52.3861682,DTF,Clavet_2024
L074,2464_ACT,52.07226251,DTF,Clavet_2024
L075,2471-6_ACT,52.13128049,DTF,Clavet_2024
L076,3110_ACT,51.82725861,DTF,Clavet_2024
L077,3114_ACT,52.00277898,DTF,Clavet_2024
L078,IBC_112_ACT,52.33130647,DTF,Clavet_2024
L079,IBC_145_ACT,52.7979709,DTF,Clavet_2024
L080,IBC_187_ACT,52.72400764,DTF,Clavet_2024
L081,IBC_188_ACT,52.88857807,DTF,Clavet_2024
L082,IBC_194_ACT,51.86037917,DTF,Clavet_2024
L083,IBC_289_ACT,52.35875008,DTF,Clavet_2024
L084,IBC_479_ACT,52.84466025,DTF,Clavet_2024
L085,IBC_550_ACT,51.79014182,DTF,Clavet_2024
L086,IBC_586_ACT,52.97199772,DTF,Clavet_2024
L087,IBC_597_ACT,51.78690386,DTF,Clavet_2024
L088,IBC_697_ACT,52.25703062,DTF,Clavet_2024
L089,IBC_839_ACT,53.15437986,DTF,Clavet_2024
L090,IBC_937_ACT,52.95179121,DTF,Clavet_2024
L091,IBC_975_ACT,52.18980153,DTF,Clavet_2024
L092,IBC_978_ACT,51.83774714,DTF,Clavet_2024
L093,IBC_929R_ACT,54.06289082,DTF,Clavet_2024
L094,IBC_929_ACT,54.71040738,DTF,Clavet_2024
L095,IBC_1014-SG_ACT,52.92579117,DTF,Clavet_2024
L096,IBC_1199_ACT,52.72883703,DTF,Clavet_2024
L097,IBC_1235_ACT,52.94446208,DTF,Clavet_2024
L098,IBC_1264-1_ACT,53.45858758,DTF,Clavet_2024
L099,IBC_1267_ACT,51.91447682,DTF,Clavet_2024
L100,IBC_1269_ACT,52.50678147,DTF,Clavet_2024
L001,6933-14_ACT,50.79435119,DTF,Hunter_2024
L002,6935-3_ACT,47.32358257,DTF,Hunter_2024
L003,6991-1_ACT,45.26304499,DTF,Hunter_2024
L004,6996-1_ACT,45.45785258,DTF,Hunter_2024
L005,7005-2_ACT,46.0595284,DTF,Hunter_2024
L006,7024-8_ACT,49.95011011,DTF,Hunter_2024
L007,7043-8_ACT,49.47862518,DTF,Hunter_2024
L008,7049-6_ACT,45.90005574,DTF,Hunter_2024
L009,7060-11_ACT,46.23526652,DTF,Hunter_2024
L010,7060-25_ACT,50.30883902,DTF,Hunter_2024
L011,7094-3_ACT,50.3330908,DTF,Hunter_2024
L012,7105-2_ACT,50.89214647,DTF,Hunter_2024
L013,7148-7_ACT,46.35681137,DTF,Hunter_2024
L014,7208-15_ACT,47.72777315,DTF,Hunter_2024
L015,7250-4_ACT,44.99498643,DTF,Hunter_2024
L016,7276-11_ACT,46.2417443,DTF,Hunter_2024
L017,7278-7_ACT,45.79918968,DTF,Hunter_2024
L018,7301-6_ACT,46.7532181,DTF,Hunter_2024
L019,7333-2-4_ACT,48.62174086,DTF,Hunter_2024
L020,7463-7_ACT,49.28196343,DTF,Hunter_2024
L021,7737-2_ACT,47.16046441,DTF,Hunter_2024
L022,7757-1_ACT,49.13926639,DTF,Hunter_2024
L023,7788-3_ACT,47.16868216,DTF,Hunter_2024
L024,7789-1_ACT,48.26564962,DTF,Hunter_2024
L025,8064-1-5_ACT,47.32937195,DTF,Hunter_2024
L026,8086-1-10-bk_ACT,49.74892761,DTF,Hunter_2024
L027,8579-1-17_ACT,46.35379825,DTF,Hunter_2024
L028,8619-1-10_ACT,47.15699974,DTF,Hunter_2024
L029,8622-1-1-bk_ACT,48.06482905,DTF,Hunter_2024
L030,8666-1-3-bk_ACT,49.82441774,DTF,Hunter_2024
L031,8996-23_ACT,44.15752632,DTF,Hunter_2024
L032,9041-6_ACT,46.93927926,DTF,Hunter_2024
L033,9059-1-2_ACT,48.38524497,DTF,Hunter_2024
L034,9115-5_ACT,45.92731228,DTF,Hunter_2024
L035,9159-3-1_ACT,46.06737634,DTF,Hunter_2024
L036,9184-1_ACT,46.86154511,DTF,Hunter_2024
L037,9225-2-8_ACT,49.85077576,DTF,Hunter_2024
L038,9320-3-MY_ACT,48.05940706,DTF,Hunter_2024
L039,9370-2_ACT,44.2362644,DTF,Hunter_2024
L040,9378-1-3_ACT,47.55043305,DTF,Hunter_2024
L041,9430-3_ACT,47.33806148,DTF,Hunter_2024
L042,9747-1-LG_ACT,48.53998328,DTF,Hunter_2024
L043,9885-1-1_ACT,46.6543262,DTF,Hunter_2024
L044,10121-1_ACT,49.75977973,DTF,Hunter_2024
L045,10121T-3-60_ACT,45.7493853,DTF,Hunter_2024
L046,10137T-1-58_ACT,47.33098863,DTF,Hunter_2024
L047,10222-3-1_ACT,46.15181486,DTF,Hunter_2024
L048,10236-2-SG_ACT,46.56667065,DTF,Hunter_2024
L049,10250-1-3_ACT,49.3547857,DTF,Hunter_2024
L050,11801S-1-54-gr_ACT,44.32651137,DTF,Hunter_2024
L051,12166T-2-57_ACT,46.72955639,DTF,Hunter_2024
L052,12176T-2-50_ACT,48.23887618,DTF,Hunter_2024
L053,12356T-1-60_ACT,47.12538195,DTF,Hunter_2024
L054,12240T-2-49-bk_ACT,47.6717622,DTF,Hunter_2024
L055,IBC_768_ACT,46.50652219,DTF,Hunter_2024
L056,IBC_1006-7_ACT,46.56589528,DTF,Hunter_2024
L057,IBC_1113_ACT,46.73710056,DTF,Hunter_2024
L058,IBC_1266-1_ACT,50.1370708,DTF,Hunter_2024
L059,IBC_1268_ACT,48.51341147,DTF,Hunter_2024
L060,IBC_1273-2_ACT,43.44277684,DTF,Hunter_2024
L061,IBC_1305_ACT,47.46602556,DTF,Hunter_2024
L062,IBC_1307_ACT,45.63534565,DTF,Hunter_2024
L063,IBC_1310_ACT,44.92900972,DTF,Hunter_2024
L064,IBC_1311_ACT,45.19519233,DTF,Hunter_2024
L065,IBC_1314_ACT,46.45441675,DTF,Hunter_2024
L066,IBC_1317_ACT,47.41006654,DTF,Hunter_2024
L067,IBC_1319_ACT,45.30706534,DTF,Hunter_2024
L068,IBC_1320_ACT,51.05938624,DTF,Hunter_2024
L069,IBC_1321_ACT,47.22742245,DTF,Hunter_2024
L070,IBC_1323_ACT,46.10239431,DTF,Hunter_2024
L071,IBC_1324_ACT,50.32040054,DTF,Hunter_2024
L072,IBC_1344_ACT,44.02453434,DTF,Hunter_2024
L073,2462_ACT,43.78993737,DTF,Hunter_2024
L074,2464_ACT,43.27882979,DTF,Hunter_2024
L075,2471-6_ACT,43.87945083,DTF,Hunter_2024
L076,3110_ACT,43.54883118,DTF,Hunter_2024
L077,3114_ACT,45.68480136,DTF,Hunter_2024
L078,IBC_112_ACT,46.82293056,DTF,Hunter_2024
L079,IBC_145_ACT,47.01566752,DTF,Hunter_2024
L080,IBC_187_ACT,44.45371326,DTF,Hunter_2024
L081,IBC_188_ACT,47.68530579,DTF,Hunter_2024
L082,IBC_194_ACT,43.95598441,DTF,Hunter_2024
L083,IBC_289_ACT,45.92847601,DTF,Hunter_2024
L084,IBC_479_ACT,46.89625856,DTF,Hunter_2024
L085,IBC_550_ACT,45.34113588,DTF,Hunter_2024
L086,IBC_586_ACT,46.84112135,DTF,Hunter_2024
L087,IBC_597_ACT,45.63444632,DTF,Hunter_2024
L088,IBC_697_ACT,43.38800646,DTF,Hunter_2024
L089,IBC_839_ACT,47.50379293,DTF,Hunter_2024
L090,IBC_937_ACT,45.08763904,DTF,Hunter_2024
L091,IBC_975_ACT,45.31419545,DTF,Hunter_2024
L092,IBC_978_ACT,45.54665626,DTF,Hunter_2024
L093,IBC_929R_ACT,49.00885906,DTF,Hunter_2024
L094,IBC_929_ACT,49.36252409,DTF,Hunter_2024
L095,IBC_1014-SG_ACT,46.95649218,DTF,Hunter_2024
L096,IBC_1199_ACT,46.78190736,DTF,Hunter_2024
L097,IBC_1235_ACT,47.79493194,DTF,Hunter_2024
L098,IBC_1264-1_ACT,47.48652682,DTF,Hunter_2024
L099,IBC_1267_ACT,45.57818697,DTF,Hunter_2024
L100,IBC_1269_ACT,46.28267462,DTF,Hunter_2024
L001,6933-14_ACT,59.02764173,DTF,Clavet_2025
L002,6935-3_ACT,55.09903333,DTF,Clavet_2025
L003,6991-1_ACT,54.2299476,DTF,Clavet_2025
L004,6996-1_ACT,54.14338527,DTF,Clavet_2025
L005,7005-2_ACT,55.13257542,DTF,Clavet_2025
L006,7024-8_ACT,58.2060816,DTF,Clavet_2025
L007,7043-8_ACT,56.47397,DTF,Clavet_2025
L008,7049-6_ACT,54.6326004,DTF,Clavet_2025
L009,7060-11_ACT,54.42006345,DTF,Clavet_2025
L010,7060-25_ACT,56.29974981,DTF,Clavet_2025
L011,7094-3_ACT,57.46312523,DTF,Clavet_2025
L012,7105-2_ACT,58.35176284,DTF,Clavet_2025
L013,7148-7_ACT,55.37909264,DTF,Clavet_2025
L014,7208-15_ACT,56.52949367,DTF,Clavet_2025
L015,7250-4_ACT,52.32393919,DTF,Clavet_2025
L016,7276-11_ACT,54.83286137,DTF,Clavet_2025
L017,7278-7_ACT,55.29767606,DTF,Clavet_2025
L018,7301-6_ACT,54.71072921,DTF,Clavet_2025
L019,7333-2-4_ACT,55.91147861,DTF,Clavet_2025
L020,7463-7_ACT,58.33554989,DTF,Clavet_2025
L021,7737-2_ACT,54.583701,DTF,Clavet_2025
L022,7757-1_ACT,57.55167493,DTF,Clavet_2025
L023,7788-3_ACT,55.38981483,DTF,Clavet_2025
L024,7789-1_ACT,57.10260119,DTF,Clavet_2025
L025,8064-1-5_ACT,55.95919766,DTF,Clavet_2025
L026,8086-1-10-bk_ACT,58.635227,DTF,Clavet_2025
L027,8579-1-17_ACT,54.468388,DTF,Clavet_2025
L028,8619-1-10_ACT,56.45657163,DTF,Clavet_2025
L029,8622-1-1-bk_ACT,55.46997403,DTF,Clavet_2025
L030,8666-1-3-bk_ACT,60.2308813,DTF,Clavet_2025
L031,8996-23_ACT,52.8034621,DTF,Clavet_2025
L032,9041-6_ACT,55.67623404,DTF,Clavet_2025
L033,9059-1-2_ACT,55.96238676,DTF,Clavet_2025
L034,9115-5_ACT,55.00372443,DTF,Clavet_2025
L035,9159-3-1_ACT,54.69889334,DTF,Clavet_2025
L036,9184-1_ACT,54.84447739,DTF,Clavet_2025
L037,9225-2-8_ACT,58.18994387,DTF,Clavet_2025
L038,9320-3-MY_ACT,57.27550496,DTF,Clavet_2025
L039,9370-2_ACT,52.39187042,DTF,Clavet_2025
L040,9378-1-3_ACT,55.6088306,DTF,Clavet_2025
L041,9430-3_ACT,55.60547896,DTF,Clavet_2025
L042,9747-1-LG_ACT,56.70895958,DTF,Clavet_2025
L043,9885-1-1_ACT,54.6908339,DTF,Clavet_2025
L044,10121-1_ACT,57.80513099,DTF,Clavet_2025
L045,10121T-3-60_ACT,54.59478732,DTF,Clavet_2025
L046,10137T-1-58_ACT,55.22442576,DTF,Clavet_2025
L047,10222-3-1_ACT,54.74972569,DTF,Clavet_2025
L048,10236-2-SG_ACT,54.75963039,DTF,Clavet_2025
L049,10250-1-3_ACT,57.42561161,DTF,Clavet_2025
L050,11801S-1-54-gr_ACT,54.11572269,DTF,Clavet_2025
L051,12166T-2-57_ACT,54.94120071,DTF,Clavet_2025
L052,12176T-2-50_ACT,56.12986737,DTF,Clavet_2025
L053,12356T-1-60_ACT,55.49276214,DTF,Clavet_2025
L054,12240T-2-49-bk_ACT,54.76788136,DTF,Clavet_2025
L055,IBC_768_ACT,55.64368442,DTF,Clavet_2025
L056,IBC_1006-7_ACT,55.70742587,DTF,Clavet_2025
L057,IBC_1113_ACT,54.79556778,DTF,Clavet_2025
L058,IBC_1266-1_ACT,57.74502907,DTF,Clavet_2025
L059,IBC_1268_ACT,56.32395842,DTF,Clavet_2025
L060,IBC_1273-2_ACT,51.80089647,DTF,Clavet_2025
L061,IBC_1305_ACT,55.9275528,DTF,Clavet_2025
L062,IBC_1307_ACT,55.52752568,DTF,Clavet_2025
L063,IBC_1310_ACT,53.89071798,DTF,Clavet_2025
L064,IBC_1311_ACT,54.59653337,DTF,Clavet_2025
L065,IBC_1314_ACT,54.70627992,DTF,Clavet_2025
L066,IBC_1317_ACT,55.59330462,DTF,Clavet_2025
L067,IBC_1319_ACT,53.26939035,DTF,Clavet_2025
L068,IBC_1320_ACT,58.5891629,DTF,Clavet_2025
L069,IBC_1321_ACT,54.40845161,DTF,Clavet_2025
L070,IBC_1323_ACT,52.61992404,DTF,Clavet_2025
L071,IBC_1324_ACT,57.95128485,DTF,Clavet_2025
L072,IBC_1344_ACT,51.87633956,DTF,Clavet_2025
L073,2462_ACT,51.66167953,DTF,Clavet_2025
L074,2464_ACT,51.25853405,DTF,Clavet_2025
L075,2471-6_ACT,52.52364196,DTF,Clavet_2025
L076,3110_ACT,51.7119414,DTF,Clavet_2025
L077,3114_ACT,52.60787673,DTF,Clavet_2025
L078,IBC_112_ACT,54.10495494,DTF,Clavet_2025
L079,IBC_145_ACT,56.03917099,DTF,Clavet_2025
L080,IBC_187_ACT,52.86961162,DTF,Clavet_2025
L081,IBC_188_ACT,54.84121881,DTF,Clavet_2025
L082,IBC_194_ACT,53.53719852,DTF,Clavet_2025
L083,IBC_289_ACT,54.33271712,DTF,Clavet_2025
L084,IBC_479_ACT,55.0048617,DTF,Clavet_2025
L085,IBC_550_ACT,54.04829447,DTF,Clavet_2025
L086,IBC_586_ACT,55.46565063,DTF,Clavet_2025
L087,IBC_597_ACT,53.9568645,DTF,Clavet_2025
L088,IBC_697_ACT,51.90794101,DTF,Clavet_2025
L089,IBC_839_ACT,55.2941993,DTF,Clavet_2025
L090,IBC_937_ACT,53.79937911,DTF,Clavet_2025
L091,IBC_975_ACT,53.81597213,DTF,Clavet_2025
L092,IBC_978_ACT,54.1958801,DTF,Clavet_2025
L093,IBC_929R_ACT,56.87344999,DTF,Clavet_2025
L094,IBC_929_ACT,57.34656656,DTF,Clavet_2025
L095,IBC_1014-SG_ACT,55.08059613,DTF,Clavet_2025
L096,IBC_1199_ACT,55.30765267,DTF,Clavet_2025
L097,IBC_1235_ACT,55.34923329,DTF,Clavet_2025
L098,IBC_1264-1_ACT,55.87452364,DTF,Clavet_2025
L099,IBC_1267_ACT,54.94299293,DTF,Clavet_2025
L100,IBC_1269_ACT,55.12360156,DTF,Clavet_2025
L001,6933-14_ACT,56.29900007,DTF,Hunter_2025
L002,6935-3_ACT,54.83062844,DTF,Hunter_2025
L003,6991-1_ACT,52.82007084,DTF,Hunter_2025
L004,6996-1_ACT,52.23607932,DTF,Hunter_2025
L005,7005-2_ACT,54.23424611,DTF,Hunter_2025
L006,7024-8_ACT,55.39608305,DTF,Hunter_2025
L007,7043-8_ACT,54.37837435,DTF,Hunter_2025
L008,7049-6_ACT,53.83809022,DTF,Hunter_2025
L009,7060-11_ACT,52.83940494,DTF,Hunter_2025
L010,7060-25_ACT,55.75905387,DTF,Hunter_2025
L011,7094-3_ACT,54.96404191,DTF,Hunter_2025
L012,7105-2_ACT,56.29463944,DTF,Hunter_2025
L013,7148-7_ACT,54.12908046,DTF,Hunter_2025
L014,7208-15_ACT,53.92825697,DTF,Hunter_2025
L015,7250-4_ACT,51.38282265,DTF,Hunter_2025
L016,7276-11_ACT,53.47371312,DTF,Hunter_2025
L017,7278-7_ACT,53.46462625,DTF,Hunter_2025
L018,7301-6_ACT,53.36917544,DTF,Hunter_2025
L019,7333-2-4_ACT,54.39485176,DTF,Hunter_2025
L020,7463-7_ACT,55.48043969,DTF,Hunter_2025
L021,7737-2_ACT,52.96713944,DTF,Hunter_2025
L022,7757-1_ACT,55.43132515,DTF,Hunter_2025
L023,7788-3_ACT,53.22231886,DTF,Hunter_2025
L024,7789-1_ACT,54.74912348,DTF,Hunter_2025
L025,8064-1-5_ACT,54.27193024,DTF,Hunter_2025
L026,8086-1-10-bk_ACT,55.96355444,DTF,Hunter_2025
L027,8579-1-17_ACT,53.88743019,DTF,Hunter_2025
L028,8619-1-10_ACT,55.05831516,DTF,Hunter_2025
L029,8622-1-1-bk_ACT,53.33708801,DTF,Hunter_2025
L030,8666-1-3-bk_ACT,58.05049201,DTF,Hunter_2025
L031,8996-23_ACT,52.27173244,DTF,Hunter_2025
L032,9041-6_ACT,54.01025386,DTF,Hunter_2025
L033,9059-1-2_ACT,55.75031979,DTF,Hunter_2025
L034,9115-5_ACT,52.94624322,DTF,Hunter_2025
L035,9159-3-1_ACT,53.3230115,DTF,Hunter_2025
L036,9184-1_ACT,53.82054553,DTF,Hunter_2025
L037,9225-2-8_ACT,55.94158695,DTF,Hunter_2025
L038,9320-3-MY_ACT,55.24045374,DTF,Hunter_2025
L039,9370-2_ACT,51.41203208,DTF,Hunter_2025
L040,9378-1-3_ACT,53.76850276,DTF,Hunter_2025
L041,9430-3_ACT,53.70247198,DTF,Hunter_2025
L042,9747-1-LG_ACT,54.44610853,DTF,Hunter_2025
L043,9885-1-1_ACT,53.38350266,DTF,Hunter_2025
L044,10121-1_ACT,56.12676562,DTF,Hunter_2025
L045,10121T-3-60_ACT,53.41020834,DTF,Hunter_2025
L046,10137T-1-58_ACT,54.91110754,DTF,Hunter_2025
L047,10222-3-1_ACT,52.81880602,DTF,Hunter_2025
L048,10236-2-SG_ACT,52.54583918,DTF,Hunter_2025
L049,10250-1-3_ACT,55.47533354,DTF,Hunter_2025
L050,11801S-1-54-gr_ACT,53.91242361,DTF,Hunter_2025
L051,12166T-2-57_ACT,53.44226249,DTF,Hunter_2025
L052,12176T-2-50_ACT,55.36759683,DTF,Hunter_2025
L053,12356T-1-60_ACT,53.2834685,DTF,Hunter_2025
L054,12240T-2-49-bk_ACT,53.61280442,DTF,Hunter_2025
L055,IBC_768_ACT,53.89303425,DTF,Hunter_2025
L056,IBC_1006-7_ACT,54.39287663,DTF,Hunter_2025
L057,IBC_1113_ACT,53.13868874,DTF,Hunter_2025
L058,IBC_1266-1_ACT,55.29818239,DTF,Hunter_2025
L059,IBC_1268_ACT,54.70644963,DTF,Hunter_2025
L060,IBC_1273-2_ACT,52.14961438,DTF,Hunter_2025
L061,IBC_1305_ACT,54.68270012,DTF,Hunter_2025
L062,IBC_1307_ACT,54.17710663,DTF,Hunter_2025
L063,IBC_1310_ACT,53.04463411,DTF,Hunter_2025
L064,IBC_1311_ACT,53.4638066,DTF,Hunter_2025
L065,IBC_1314_ACT,53.45577389,DTF,Hunter_2025
L066,IBC_1317_ACT,55.13623501,DTF,Hunter_2025
L067,IBC_1319_ACT,52.28357563,DTF,Hunter_2025
L068,IBC_1320_ACT,55.47771166,DTF,Hunter_2025
L069,IBC_1321_ACT,52.75499435,DTF,Hunter_2025
L070,IBC_1323_ACT,51.10886749,DTF,Hunter_2025
L071,IBC_1324_ACT,56.55503827,DTF,Hunter_2025
L072,IBC_1344_ACT,51.95393156,DTF,Hunter_2025
L073,2462_ACT,50.62601948,DTF,Hunter_2025
L074,2464_ACT,51.51784032,DTF,Hunter_2025
L075,2471-6_ACT,51.80332486,DTF,Hunter_2025
L076,3110_ACT,52.43995064,DTF,Hunter_2025
L077,3114_ACT,51.27807315,DTF,Hunter_2025
L078,IBC_112_ACT,52.65386857,DTF,Hunter_2025
L079,IBC_145_ACT,53.64984993,DTF,Hunter_2025
L080,IBC_187_ACT,52.60425024,DTF,Hunter_2025
L081,IBC_188_ACT,52.635169,DTF,Hunter_2025
L082,IBC_194_ACT,52.03237112,DTF,Hunter_2025
L083,IBC_289_ACT,53.22195208,DTF,Hunter_2025
L084,IBC_479_ACT,54.33486171,DTF,Hunter_2025
L085,IBC_550_ACT,52.44436286,DTF,Hunter_2025
L086,IBC_586_ACT,53.14793976,DTF,Hunter_2025
L087,IBC_597_ACT,52.65831216,DTF,Hunter_2025
L088,IBC_697_ACT,51.67216558,DTF,Hunter_2025
L089,IBC_839_ACT,52.98972946,DTF,Hunter_2025
L090,IBC_937_ACT,53.75075853,DTF,Hunter_2025
L091,IBC_975_ACT,52.04293773,DTF,Hunter_2025
L092,IBC_978_ACT,51.77581809,DTF,Hunter_2025
L093,IBC_929R_ACT,54.79293745,DTF,Hunter_2025
L094,IBC_929_ACT,55.90134148,DTF,Hunter_2025
L095,IBC_1014-SG_ACT,52.8619854,DTF,Hunter_2025
L096,IBC_1199_ACT,53.798865,DTF,Hunter_2025
L097,IBC_1235_ACT,53.24600852,DTF,Hunter_2025
L098,IBC_1264-1_ACT,53.98833803,DTF,Hunter_2025
L099,IBC_1267_ACT,52.95954968,DTF,Hunter_2025
L100,IBC_1269_ACT,53.33566383,DTF,Hunter_2025
L001,6933-14_ACT,89.17577586,DTM,Clavet_2024
L002,6935-3_ACT,86.35496106,DTM,Clavet_2024
L003,6991-1_ACT,87.57612309,DTM,Clavet_2024
L004,6996-1_ACT,86.76124186,DTM,Clavet_2024
L005,7005-2_ACT,87.7992496,DTM,Clavet_2024
L006,7024-8_ACT,88.86780695,DTM,Clavet_2024
L007,7043-8_ACT,86.7426061,DTM,Clavet_2024
L008,7049-6_ACT,88.68626375,DTM,Clavet_2024
L009,7060-11_ACT,85.49365023,DTM,Clavet_2024
L010,7060-25_ACT,87.40952618,DTM,Clavet_2024
L011,7094-3_ACT,90.24169906,DTM,Clavet_2024
L012,7105-2_ACT,88.90302855,DTM,Clavet_2024
L013,7148-7_ACT,88.40252802,DTM,Clavet_2024
L014,7208-15_ACT,86.40852582,DTM,Clavet_2024
L015,7250-4_ACT,85.96217245,DTM,Clavet_2024
L016,7276-11_ACT,85.81153448,DTM,Clavet_2024
L017,7278-7_ACT,87.20858234,DTM,Clavet_2024
L018,7301-6_ACT,86.71652221,DTM,Clavet_2024
L019,7333-2-4_ACT,84.54687667,DTM,Clavet_2024
L020,7463-7_ACT,87.93891182,DTM,Clavet_2024
L021,7737-2_ACT,84.86030775,DTM,Clavet_2024
L022,7757-1_ACT,89.19789313,DTM,Clavet_2024
L023,7788-3_ACT,87.80389538,DTM,Clavet_2024
L024,7789-1_ACT,89.9850846,DTM,Clavet_2024
L025,8064-1-5_ACT,88.74843487,DTM,Clavet_2024
L026,8086-1-10-bk_ACT,87.21694231,DTM,Clavet_2024
L027,8579-1-17_ACT,83.77855381,DTM,Clavet_2024
L028,8619-1-10_ACT,86.0967549,DTM,Clavet_2024
L029,8622-1-1-bk_ACT,84.72299125,DTM,Clavet_2024
L030,8666-1-3-bk_ACT,88.24598638,DTM,Clavet_2024
L031,8996-23_ACT,84.7918478,DTM,Clavet_2024
L032,9041-6_ACT,85.33285113,DTM,Clavet_2024
L033,9059-1-2_ACT,87.52841421,DTM,Clavet_2024
L034,9115-5_ACT,87.5696696,DTM,Clavet_2024
L035,9159-3-1_ACT,84.60170964,DTM,Clavet_2024
L036,9184-1_ACT,85.57213275,DTM,Clavet_2024
L037,9225-2-8_ACT,85.44279835,DTM,Clavet_2024
L038,9320-3-MY_ACT,88.18537094,DTM,Clavet_2024
L039,9370-2_ACT,85.70143298,DTM,Clavet_2024
L040,9378-1-3_ACT,86.02319084,DTM,Clavet_2024
L041,9430-3_ACT,86.12603888,DTM,Clavet_2024
L042,9747-1-LG_ACT,88.19854253,DTM,Clavet_2024
L043,9885-1-1_ACT,86.8884228,DTM,Clavet_2024
L044,10121-1_ACT,88.10121787,DTM,Clavet_2024
L045,10121T-3-60_ACT,89.15845017,DTM,Clavet_2024
L046,10137T-1-58_ACT,87.27110561,DTM,Clavet_2024
L047,10222-3-1_ACT,87.85257326,DTM,Clavet_2024
L048,10236-2-SG_ACT,86.3073474,DTM,Clavet_2024
L049,10250-1-3_ACT,87.06540662,DTM,Clavet_2024
L050,11801S-1-54-gr_ACT,86.19189275,DTM,Clavet_2024
L051,12166T-2-57_ACT,86.28354813,DTM,Clavet_2024
L052,12176T-2-50_ACT,86.86713686,DTM,Clavet_2024
L053,12356T-1-60_ACT,88.01774192,DTM,Clavet_2024
L054,12240T-2-49-bk_ACT,84.39096249,DTM,Clavet_2024
L055,IBC_768_ACT,87.98059456,DTM,Clavet_2024
L056,IBC_1006-7_ACT,89.09579187,DTM,Clavet_2024
L057,IBC_1113_ACT,84.96950665,DTM,Clavet_2024
L058,IBC_1266-1_ACT,89.11779376,DTM,Clavet_2024
L059,IBC_1268_ACT,89.42875667,DTM,Clavet_2024
L060,IBC_1273-2_ACT,85.88786845,DTM,Clavet_2024
L061,IBC_1305_ACT,88.44510324,DTM,Clavet_2024
L062,IBC_1307_ACT,88.89258738,DTM,Clavet_2024
L063,IBC_1310_ACT,86.31014379,DTM,Clavet_2024
L064,IBC_1311_ACT,86.76533263,DTM,Clavet_2024
L065,IBC_1314_ACT,87.46103489,DTM,Clavet_2024
L066,IBC_1317_ACT,86.16218632,DTM,Clavet_2024
L067,IBC_1319_ACT,83.01130579,DTM,Clavet_2024
L068,IBC_1320_ACT,89.40455044,DTM,Clavet_2024
L069,IBC_1321_ACT,86.14513314,DTM,Clavet_2024
L070,IBC_1323_ACT,86.90982272,DTM,Clavet_2024
L071,IBC_1324_ACT,89.81646832,DTM,Clavet_2024
L072,IBC_1344_ACT,84.87849023,DTM,Clavet_2024
L073,2462_ACT,82.46307974,DTM,Clavet_2024
L074,2464_ACT,82.95014248,DTM,Clavet_2024
L075,2471-6_ACT,84.06208026,DTM,Clavet_2024
L076,3110_ACT,84.92839853,DTM,Clavet_2024
L077,3114_ACT,85.18669298,DTM,Clavet_2024
L078,IBC_112_ACT,83.82844678,DTM,Clavet_2024
L079,IBC_145_ACT,88.94685082,DTM,Clavet_2024
L080,IBC_187_ACT,86.89855861,DTM,Clavet_2024
L081,IBC_188_ACT,83.99072972,DTM,Clavet_2024
L082,IBC_194_ACT,86.57926357,DTM,Clavet_2024
L083,IBC_289_ACT,85.96862192,DTM,Clavet_2024
L084,IBC_479_ACT,87.45737051,DTM,Clavet_2024
L085,IBC_550_ACT,85.6259045,DTM,Clavet_2024
L086,IBC_586_ACT,88.42019248,DTM,Clavet_2024
L087,IBC_597_ACT,87.2257918,DTM,Clavet_2024
L088,IBC_697_ACT,83.96414431,DTM,Clavet_2024
L089,IBC_839_ACT,85.92271056,DTM,Clavet_2024
